@relation covid_cases

@attribute id numeric
@attribute Date date 'yyyy-MM-dd'
@attribute phu_name {'ALGOMA DISTRICT','BRANT COUNTY','CHATHAM-KENT','CITY OF HAMILTON','CITY OF OTTAWA','DURHAM REGION','EASTERN ONTARIO','GREY BRUCE','HALDIMAND-NORFOLK','HALIBURTON, KAWARTHA, PINE RIDGE','HALTON REGION','HASTINGS & PRINCE EDWARD COUNTIES','HURON PERTH','KINGSTON, FRONTENAC, LENNOX & ADDINGTON','LAMBTON COUNTY','LEEDS, GRENVILLE AND LANARK DISTRICT',MIDDLESEX-LONDON,'NIAGARA REGION','NORTH BAY PARRY SOUND DISTRICT','NORTHWESTERN','OXFORD ELGIN-ST.THOMAS','PEEL REGION','PETERBOROUGH COUNTY-CITY','PORCUPINE','RENFREW COUNTY AND DISTRICT','SIMCOE MUSKOKA DISTRICT','SOUTHWESTERN','SUDBURY AND DISTRICT','THUNDER BAY DISTRICT','TIMISKAMING','TORONTO','UNKNOWN','WATERLOO REGION','WELLINGTON-DUFFERIN-GUELPH','WINDSOR-ESSEX COUNTY','YORK REGION'}
@attribute phu_num numeric
@attribute active_cases numeric
@attribute resolved_cases numeric
@attribute deaths numeric

@data
5813,2020-09-18,'WINDSOR-ESSEX COUNTY',2268,70,2457,77
5814,2020-09-18,'YORK REGION',2270,247,3275,252
5815,2020-09-19,'ALGOMA DISTRICT',2226,1,29,0
5816,2020-09-19,'BRANT COUNTY',2227,4,171,6
5817,2020-09-19,'CHATHAM-KENT',2240,1,363,2
5818,2020-09-19,'CITY OF HAMILTON',2237,47,962,45
5819,2020-09-19,'CITY OF OTTAWA',2251,469,2858,274
5820,2020-09-19,'DURHAM REGION',2230,83,1760,181
5821,2020-09-19,'EASTERN ONTARIO',2258,20,193,12
5822,2020-09-19,'GREY BRUCE',2233,3,121,0
5823,2020-09-19,'HALDIMAND-NORFOLK',2234,6,432,37
5824,2020-09-19,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,6,207,21
5825,2020-09-19,'HALTON REGION',2236,87,896,25
5826,2020-09-19,'HASTINGS & PRINCE EDWARD COUNTIES',2238,0,48,5
5827,2020-09-19,'HURON PERTH',5183,1,120,5
5828,2020-09-19,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,4,112,0
5829,2020-09-19,'LAMBTON COUNTY',2242,1,317,25
5830,2020-09-19,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,3,313,52
5831,2020-09-19,'MIDDLESEX-LONDON',2244,51,682,57
5832,2020-09-19,'NIAGARA REGION',2246,34,890,64
5833,2020-09-19,'NORTH BAY PARRY SOUND DISTRICT',2247,1,35,1
5834,2020-09-19,'NORTHWESTERN',2249,1,46,0
5835,2020-09-19,'OXFORD ELGIN-ST.THOMAS',4913,10,248,5
5836,2020-09-19,'PEEL REGION',2253,619,7190,319
5837,2020-09-19,'PETERBOROUGH COUNTY-CITY',2255,6,103,2
5838,2020-09-19,'PORCUPINE',2256,5,66,9
5839,2020-09-19,'RENFREW COUNTY AND DISTRICT',2257,7,34,1
5840,2020-09-19,'SIMCOE MUSKOKA DISTRICT',2260,66,713,35
5841,2020-09-19,'SUDBURY AND DISTRICT',2261,5,94,2
5842,2020-09-19,'THUNDER BAY DISTRICT',2262,1,102,1
5843,2020-09-19,'TIMISKAMING',2263,0,18,0
5844,2020-09-19,'TORONTO',3895,870,14009,1155
5845,2020-09-19,'WATERLOO REGION',2265,85,1367,120
5846,2020-09-19,'WELLINGTON-DUFFERIN-GUELPH',2266,43,536,36
5847,2020-09-19,'WINDSOR-ESSEX COUNTY',2268,76,2457,77
5848,2020-09-19,'YORK REGION',2270,265,3285,252
5849,2020-09-20,'ALGOMA DISTRICT',2226,1,29,0
5850,2020-09-20,'BRANT COUNTY',2227,6,172,6
5851,2020-09-20,'CHATHAM-KENT',2240,1,363,2
5852,2020-09-20,'CITY OF HAMILTON',2237,51,964,45
5853,2020-09-20,'CITY OF OTTAWA',2251,467,2874,274
5854,2020-09-20,'DURHAM REGION',2230,96,1766,181
5855,2020-09-20,'EASTERN ONTARIO',2258,20,196,12
5856,2020-09-20,'GREY BRUCE',2233,3,121,0
5857,2020-09-20,'HALDIMAND-NORFOLK',2234,7,432,37
5858,2020-09-20,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,6,207,21
5859,2020-09-20,'HALTON REGION',2236,100,907,25
5860,2020-09-20,'HASTINGS & PRINCE EDWARD COUNTIES',2238,0,48,5
5861,2020-09-20,'HURON PERTH',5183,1,120,5
5862,2020-09-20,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,3,113,0
5863,2020-09-20,'LAMBTON COUNTY',2242,2,317,25
5864,2020-09-20,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,4,313,52
5865,2020-09-20,'MIDDLESEX-LONDON',2244,51,685,57
5866,2020-09-20,'NIAGARA REGION',2246,33,892,64
5867,2020-09-20,'NORTH BAY PARRY SOUND DISTRICT',2247,2,35,1
5868,2020-09-20,'NORTHWESTERN',2249,2,46,0
5869,2020-09-20,'OXFORD ELGIN-ST.THOMAS',4913,10,248,5
5870,2020-09-20,'PEEL REGION',2253,666,7251,319
5871,2020-09-20,'PETERBOROUGH COUNTY-CITY',2255,6,103,2
5872,2020-09-20,'PORCUPINE',2256,5,66,9
5873,2020-09-20,'RENFREW COUNTY AND DISTRICT',2257,8,35,1
5874,2020-09-20,'SIMCOE MUSKOKA DISTRICT',2260,61,719,36
5875,2020-09-20,'SUDBURY AND DISTRICT',2261,5,94,2
5876,2020-09-20,'THUNDER BAY DISTRICT',2262,0,103,1
5877,2020-09-20,'TIMISKAMING',2263,0,18,0
5878,2020-09-20,'TORONTO',3895,938,14054,1155
5879,2020-09-20,'WATERLOO REGION',2265,101,1371,120
5880,2020-09-20,'WELLINGTON-DUFFERIN-GUELPH',2266,44,537,36
5881,2020-09-20,'WINDSOR-ESSEX COUNTY',2268,71,2464,77
5882,2020-09-20,'YORK REGION',2270,283,3305,252
5883,2020-09-21,'ALGOMA DISTRICT',2226,2,29,0
5884,2020-09-21,'BRANT COUNTY',2227,7,172,6
5885,2020-09-21,'CHATHAM-KENT',2240,1,363,2
5886,2020-09-21,'CITY OF HAMILTON',2237,59,964,45
5887,2020-09-21,'CITY OF OTTAWA',2251,505,2894,276
5888,2020-09-21,'DURHAM REGION',2230,102,1774,181
5889,2020-09-21,'EASTERN ONTARIO',2258,22,199,12
5890,2020-09-21,'GREY BRUCE',2233,4,121,0
5891,2020-09-21,'HALDIMAND-NORFOLK',2234,5,434,37
5892,2020-09-21,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,6,207,21
5893,2020-09-21,'HALTON REGION',2236,109,910,25
5894,2020-09-21,'HASTINGS & PRINCE EDWARD COUNTIES',2238,0,48,5
5895,2020-09-21,'HURON PERTH',5183,1,120,5
5896,2020-09-21,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,5,113,0
5897,2020-09-21,'LAMBTON COUNTY',2242,1,318,25
5898,2020-09-21,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,5,313,52
5899,2020-09-21,'MIDDLESEX-LONDON',2244,58,685,57
5900,2020-09-21,'NIAGARA REGION',2246,31,895,64
5901,2020-09-21,'NORTH BAY PARRY SOUND DISTRICT',2247,2,35,1
5902,2020-09-21,'NORTHWESTERN',2249,2,46,0
5903,2020-09-21,'OXFORD ELGIN-ST.THOMAS',4913,9,249,5
5904,2020-09-21,'PEEL REGION',2253,709,7292,319
5905,2020-09-21,'PETERBOROUGH COUNTY-CITY',2255,6,103,2
5906,2020-09-21,'PORCUPINE',2256,5,66,9
5907,2020-09-21,'RENFREW COUNTY AND DISTRICT',2257,8,36,1
5908,2020-09-21,'SIMCOE MUSKOKA DISTRICT',2260,68,721,36
5909,2020-09-21,'SUDBURY AND DISTRICT',2261,3,96,2
5910,2020-09-21,'THUNDER BAY DISTRICT',2262,0,103,1
5911,2020-09-21,'TIMISKAMING',2263,0,18,0
5912,2020-09-21,'TORONTO',3895,1054,14113,1155
5913,2020-09-21,'WATERLOO REGION',2265,109,1376,120
5914,2020-09-21,'WELLINGTON-DUFFERIN-GUELPH',2266,43,541,36
5915,2020-09-21,'WINDSOR-ESSEX COUNTY',2268,70,2472,77
5916,2020-09-21,'YORK REGION',2270,288,3320,252
5917,2020-09-22,'ALGOMA DISTRICT',2226,2,29,0
5918,2020-09-22,'BRANT COUNTY',2227,7,173,6
5919,2020-09-22,'CHATHAM-KENT',2240,1,363,2
5920,2020-09-22,'CITY OF HAMILTON',2237,68,967,45
5921,2020-09-22,'CITY OF OTTAWA',2251,564,2922,279
5922,2020-09-22,'DURHAM REGION',2230,108,1784,181
5923,2020-09-22,'EASTERN ONTARIO',2258,27,200,12
5924,2020-09-22,'GREY BRUCE',2233,4,121,0
5925,2020-09-22,'HALDIMAND-NORFOLK',2234,5,435,37
5926,2020-09-22,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,7,207,21
5927,2020-09-22,'HALTON REGION',2236,113,918,25
5928,2020-09-22,'HASTINGS & PRINCE EDWARD COUNTIES',2238,0,48,5
5929,2020-09-22,'HURON PERTH',5183,1,120,5
5930,2020-09-22,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,5,113,0
5931,2020-09-22,'LAMBTON COUNTY',2242,2,318,25
5932,2020-09-22,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,5,314,52
5933,2020-09-22,'MIDDLESEX-LONDON',2244,70,685,57
5934,2020-09-22,'NIAGARA REGION',2246,33,896,64
5935,2020-09-22,'NORTH BAY PARRY SOUND DISTRICT',2247,2,35,1
5936,2020-09-22,'NORTHWESTERN',2249,3,46,0
5937,2020-09-22,'OXFORD ELGIN-ST.THOMAS',4913,9,249,5
5938,2020-09-22,'PEEL REGION',2253,747,7349,319
5939,2020-09-22,'PETERBOROUGH COUNTY-CITY',2255,6,103,2
5940,2020-09-22,'PORCUPINE',2256,5,67,9
5941,2020-09-22,'RENFREW COUNTY AND DISTRICT',2257,7,37,1
5942,2020-09-22,'SIMCOE MUSKOKA DISTRICT',2260,72,725,36
5943,2020-09-22,'SUDBURY AND DISTRICT',2261,3,97,2
5944,2020-09-22,'THUNDER BAY DISTRICT',2262,1,103,1
5945,2020-09-22,'TIMISKAMING',2263,0,18,0
5946,2020-09-22,'TORONTO',3895,1157,14163,1155
5947,2020-09-22,'WATERLOO REGION',2265,130,1382,120
5948,2020-09-22,'WELLINGTON-DUFFERIN-GUELPH',2266,45,546,36
5949,2020-09-22,'WINDSOR-ESSEX COUNTY',2268,62,2481,77
5950,2020-09-22,'YORK REGION',2270,307,3328,252
5951,2020-09-23,'ALGOMA DISTRICT',2226,2,29,0
5952,2020-09-23,'BRANT COUNTY',2227,8,173,6
5953,2020-09-23,'CHATHAM-KENT',2240,1,363,2
5954,2020-09-23,'CITY OF HAMILTON',2237,68,971,46
5955,2020-09-23,'CITY OF OTTAWA',2251,594,2956,280
5956,2020-09-23,'DURHAM REGION',2230,88,1798,181
5957,2020-09-23,'EASTERN ONTARIO',2258,30,200,12
5958,2020-09-23,'GREY BRUCE',2233,4,121,0
5959,2020-09-23,'HALDIMAND-NORFOLK',2234,4,436,37
5960,2020-09-23,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,5,209,21
5961,2020-09-23,'HALTON REGION',2236,122,924,25
5962,2020-09-23,'HASTINGS & PRINCE EDWARD COUNTIES',2238,0,48,5
5963,2020-09-23,'HURON PERTH',5183,1,120,5
5964,2020-09-23,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,5,114,0
5965,2020-09-23,'LAMBTON COUNTY',2242,1,318,25
5966,2020-09-23,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,9,314,52
5967,2020-09-23,'MIDDLESEX-LONDON',2244,67,688,57
5968,2020-09-23,'NIAGARA REGION',2246,37,900,64
5969,2020-09-23,'NORTH BAY PARRY SOUND DISTRICT',2247,2,35,1
5970,2020-09-23,'NORTHWESTERN',2249,3,46,0
5971,2020-09-23,'OXFORD ELGIN-ST.THOMAS',4913,7,251,5
5972,2020-09-23,'PEEL REGION',2253,779,7395,320
5973,2020-09-23,'PETERBOROUGH COUNTY-CITY',2255,6,103,2
5974,2020-09-23,'PORCUPINE',2256,5,67,9
5975,2020-09-23,'RENFREW COUNTY AND DISTRICT',2257,7,37,1
5976,2020-09-23,'SIMCOE MUSKOKA DISTRICT',2260,71,735,36
5977,2020-09-23,'SUDBURY AND DISTRICT',2261,3,97,2
5978,2020-09-23,'THUNDER BAY DISTRICT',2262,1,103,1
5979,2020-09-23,'TIMISKAMING',2263,0,18,0
5980,2020-09-23,'TORONTO',3895,1178,14244,1155
5981,2020-09-23,'WATERLOO REGION',2265,129,1396,120
5982,2020-09-23,'WELLINGTON-DUFFERIN-GUELPH',2266,46,548,36
5983,2020-09-23,'WINDSOR-ESSEX COUNTY',2268,61,2486,77
5984,2020-09-23,'YORK REGION',2270,308,3357,252
5985,2020-09-24,'ALGOMA DISTRICT',2226,2,29,0
5986,2020-09-24,'BRANT COUNTY',2227,14,173,6
5987,2020-09-24,'CHATHAM-KENT',2240,1,363,2
5988,2020-09-24,'CITY OF HAMILTON',2237,68,978,46
5989,2020-09-24,'CITY OF OTTAWA',2251,619,3013,280
5990,2020-09-24,'DURHAM REGION',2230,89,1809,181
5991,2020-09-24,'EASTERN ONTARIO',2258,29,203,12
5992,2020-09-24,'GREY BRUCE',2233,3,122,0
5993,2020-09-24,'HALDIMAND-NORFOLK',2234,4,436,37
5994,2020-09-24,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,7,209,21
5995,2020-09-24,'HALTON REGION',2236,125,932,25
5996,2020-09-24,'HASTINGS & PRINCE EDWARD COUNTIES',2238,0,48,5
5997,2020-09-24,'HURON PERTH',5183,1,120,5
5998,2020-09-24,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,5,114,0
5999,2020-09-24,'LAMBTON COUNTY',2242,1,318,25
6000,2020-09-24,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,9,314,52
6001,2020-09-24,'MIDDLESEX-LONDON',2244,78,689,57
6002,2020-09-24,'NIAGARA REGION',2246,39,901,64
6003,2020-09-24,'NORTH BAY PARRY SOUND DISTRICT',2247,2,35,1
6004,2020-09-24,'NORTHWESTERN',2249,3,46,0
6005,2020-09-24,'OXFORD ELGIN-ST.THOMAS',4913,8,251,5
6006,2020-09-24,'PEEL REGION',2253,764,7455,321
6007,2020-09-24,'PETERBOROUGH COUNTY-CITY',2255,6,104,2
6008,2020-09-24,'PORCUPINE',2256,5,67,9
6009,2020-09-24,'RENFREW COUNTY AND DISTRICT',2257,9,39,1
6010,2020-09-24,'SIMCOE MUSKOKA DISTRICT',2260,70,740,36
6011,2020-09-24,'SUDBURY AND DISTRICT',2261,3,97,2
6012,2020-09-24,'THUNDER BAY DISTRICT',2262,2,103,1
6013,2020-09-24,'TIMISKAMING',2263,0,18,0
6014,2020-09-24,'TORONTO',3895,1242,14331,1155
6015,2020-09-24,'WATERLOO REGION',2265,146,1405,120
6016,2020-09-24,'WELLINGTON-DUFFERIN-GUELPH',2266,41,554,36
6017,2020-09-24,'WINDSOR-ESSEX COUNTY',2268,56,2494,77
6018,2020-09-24,'YORK REGION',2270,323,3376,252
6019,2020-09-25,'ALGOMA DISTRICT',2226,3,29,0
6020,2020-09-25,'BRANT COUNTY',2227,14,174,6
6021,2020-09-25,'CHATHAM-KENT',2240,1,363,2
6022,2020-09-25,'CITY OF HAMILTON',2237,67,981,46
6023,2020-09-25,'CITY OF OTTAWA',2251,618,3054,280
6024,2020-09-25,'DURHAM REGION',2230,89,1821,181
6025,2020-09-25,'EASTERN ONTARIO',2258,27,206,12
6026,2020-09-25,'GREY BRUCE',2233,3,122,0
6027,2020-09-25,'HALDIMAND-NORFOLK',2234,4,436,37
6028,2020-09-25,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,8,209,21
6029,2020-09-25,'HALTON REGION',2236,134,935,25
6030,2020-09-25,'HASTINGS & PRINCE EDWARD COUNTIES',2238,0,48,5
6031,2020-09-25,'HURON PERTH',5183,1,120,5
6032,2020-09-25,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,6,115,0
6033,2020-09-25,'LAMBTON COUNTY',2242,2,318,25
6034,2020-09-25,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,10,314,52
6035,2020-09-25,'MIDDLESEX-LONDON',2244,84,691,57
6036,2020-09-25,'NIAGARA REGION',2246,37,906,64
6037,2020-09-25,'NORTH BAY PARRY SOUND DISTRICT',2247,2,35,1
6038,2020-09-25,'NORTHWESTERN',2249,3,46,0
6039,2020-09-25,'OXFORD ELGIN-ST.THOMAS',4913,5,253,5
6040,2020-09-25,'PEEL REGION',2253,783,7502,321
6041,2020-09-25,'PETERBOROUGH COUNTY-CITY',2255,5,105,2
6042,2020-09-25,'PORCUPINE',2256,5,67,9
6043,2020-09-25,'RENFREW COUNTY AND DISTRICT',2257,10,39,1
6044,2020-09-25,'SIMCOE MUSKOKA DISTRICT',2260,68,751,36
6045,2020-09-25,'SUDBURY AND DISTRICT',2261,3,97,2
6046,2020-09-25,'THUNDER BAY DISTRICT',2262,1,104,1
6047,2020-09-25,'TIMISKAMING',2263,0,18,0
6048,2020-09-25,'TORONTO',3895,1350,14427,1155
6049,2020-09-25,'WATERLOO REGION',2265,137,1420,120
6050,2020-09-25,'WELLINGTON-DUFFERIN-GUELPH',2266,37,560,36
6051,2020-09-25,'WINDSOR-ESSEX COUNTY',2268,52,2502,77
6052,2020-09-25,'YORK REGION',2270,330,3401,253
6053,2020-09-26,'ALGOMA DISTRICT',2226,3,29,0
6054,2020-09-26,'BRANT COUNTY',2227,13,177,6
6055,2020-09-26,'CHATHAM-KENT',2240,1,364,2
6056,2020-09-26,'CITY OF HAMILTON',2237,78,984,46
6057,2020-09-26,'CITY OF OTTAWA',2251,597,3120,280
6058,2020-09-26,'DURHAM REGION',2230,86,1829,181
6059,2020-09-26,'EASTERN ONTARIO',2258,32,211,12
6060,2020-09-26,'GREY BRUCE',2233,5,123,0
6061,2020-09-26,'HALDIMAND-NORFOLK',2234,4,437,37
6062,2020-09-26,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,7,209,21
6063,2020-09-26,'HALTON REGION',2236,139,942,25
6064,2020-09-26,'HASTINGS & PRINCE EDWARD COUNTIES',2238,0,48,5
6065,2020-09-26,'HURON PERTH',5183,0,121,5
6066,2020-09-26,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,8,116,0
6067,2020-09-26,'LAMBTON COUNTY',2242,2,318,25
6068,2020-09-26,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,12,315,52
6069,2020-09-26,'MIDDLESEX-LONDON',2244,83,699,57
6070,2020-09-26,'NIAGARA REGION',2246,40,912,64
6071,2020-09-26,'NORTH BAY PARRY SOUND DISTRICT',2247,1,36,1
6072,2020-09-26,'NORTHWESTERN',2249,5,46,0
6073,2020-09-26,'OXFORD ELGIN-ST.THOMAS',4913,6,253,5
6074,2020-09-26,'PEEL REGION',2253,814,7581,321
6075,2020-09-26,'PETERBOROUGH COUNTY-CITY',2255,9,105,2
6076,2020-09-26,'PORCUPINE',2256,5,68,9
6077,2020-09-26,'RENFREW COUNTY AND DISTRICT',2257,10,42,1
6078,2020-09-26,'SIMCOE MUSKOKA DISTRICT',2260,71,754,36
6079,2020-09-26,'SUDBURY AND DISTRICT',2261,3,98,2
6080,2020-09-26,'THUNDER BAY DISTRICT',2262,1,104,1
6081,2020-09-26,'TIMISKAMING',2263,0,18,0
6082,2020-09-26,'TORONTO',3895,1385,14523,1155
6083,2020-09-26,'WATERLOO REGION',2265,135,1430,120
6084,2020-09-26,'WELLINGTON-DUFFERIN-GUELPH',2266,42,564,36
6085,2020-09-26,'WINDSOR-ESSEX COUNTY',2268,50,2506,77
6086,2020-09-26,'YORK REGION',2270,349,3425,253
6087,2020-09-27,'ALGOMA DISTRICT',2226,3,29,0
6088,2020-09-27,'BRANT COUNTY',2227,14,177,6
6089,2020-09-27,'CHATHAM-KENT',2240,2,364,2
6090,2020-09-27,'CITY OF HAMILTON',2237,85,985,46
6091,2020-09-27,'CITY OF OTTAWA',2251,617,3157,281
6092,2020-09-27,'DURHAM REGION',2230,97,1837,181
6093,2020-09-27,'EASTERN ONTARIO',2258,34,212,12
6094,2020-09-27,'GREY BRUCE',2233,6,124,0
6095,2020-09-27,'HALDIMAND-NORFOLK',2234,4,438,37
6096,2020-09-27,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,8,210,21
6097,2020-09-27,'HALTON REGION',2236,138,953,25
6098,2020-09-27,'HASTINGS & PRINCE EDWARD COUNTIES',2238,1,48,5
6099,2020-09-27,'HURON PERTH',5183,1,121,5
6100,2020-09-27,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,11,116,0
6101,2020-09-27,'LAMBTON COUNTY',2242,3,318,25
6102,2020-09-27,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,10,316,52
6103,2020-09-27,'MIDDLESEX-LONDON',2244,88,707,57
6104,2020-09-27,'NIAGARA REGION',2246,54,918,64
6105,2020-09-27,'NORTH BAY PARRY SOUND DISTRICT',2247,1,36,1
6106,2020-09-27,'NORTHWESTERN',2249,5,46,0
6107,2020-09-27,'OXFORD ELGIN-ST.THOMAS',4913,4,255,5
6108,2020-09-27,'PEEL REGION',2253,886,7639,322
6109,2020-09-27,'PETERBOROUGH COUNTY-CITY',2255,8,107,2
6110,2020-09-27,'PORCUPINE',2256,5,68,9
6111,2020-09-27,'RENFREW COUNTY AND DISTRICT',2257,9,43,1
6112,2020-09-27,'SIMCOE MUSKOKA DISTRICT',2260,70,763,36
6113,2020-09-27,'SUDBURY AND DISTRICT',2261,3,99,2
6114,2020-09-27,'THUNDER BAY DISTRICT',2262,1,104,1
6115,2020-09-27,'TIMISKAMING',2263,0,16,0
6116,2020-09-27,'TORONTO',3895,1421,14624,1155
6117,2020-09-27,'WATERLOO REGION',2265,139,1436,120
6118,2020-09-27,'WELLINGTON-DUFFERIN-GUELPH',2266,40,566,36
6119,2020-09-27,'WINDSOR-ESSEX COUNTY',2268,48,2512,77
6120,2020-09-27,'YORK REGION',2270,380,3452,253
6121,2020-09-28,'ALGOMA DISTRICT',2226,2,30,0
6122,2020-09-28,'BRANT COUNTY',2227,15,177,6
6123,2020-09-28,'CHATHAM-KENT',2240,2,364,2
6124,2020-09-28,'CITY OF HAMILTON',2237,90,993,46
6125,2020-09-28,'CITY OF OTTAWA',2251,656,3206,282
6126,2020-09-28,'DURHAM REGION',2230,97,1844,181
6127,2020-09-28,'EASTERN ONTARIO',2258,35,218,12
6128,2020-09-28,'GREY BRUCE',2233,7,124,0
6129,2020-09-28,'HALDIMAND-NORFOLK',2234,4,438,37
6130,2020-09-28,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,7,212,21
6131,2020-09-28,'HALTON REGION',2236,143,963,25
6132,2020-09-28,'HASTINGS & PRINCE EDWARD COUNTIES',2238,1,48,5
6133,2020-09-28,'HURON PERTH',5183,1,121,5
6134,2020-09-28,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,12,116,0
6135,2020-09-28,'LAMBTON COUNTY',2242,3,318,25
6136,2020-09-28,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,11,316,52
6137,2020-09-28,'MIDDLESEX-LONDON',2244,84,720,57
6138,2020-09-28,'NIAGARA REGION',2246,71,921,64
6139,2020-09-28,'NORTH BAY PARRY SOUND DISTRICT',2247,1,36,1
6140,2020-09-28,'NORTHWESTERN',2249,5,46,0
6141,2020-09-28,'OXFORD ELGIN-ST.THOMAS',4913,5,255,5
6142,2020-09-28,'PEEL REGION',2253,927,7702,322
6143,2020-09-28,'PETERBOROUGH COUNTY-CITY',2255,9,108,2
6144,2020-09-28,'PORCUPINE',2256,6,68,9
6145,2020-09-28,'RENFREW COUNTY AND DISTRICT',2257,7,45,1
6146,2020-09-28,'SIMCOE MUSKOKA DISTRICT',2260,76,769,36
6147,2020-09-28,'SUDBURY AND DISTRICT',2261,3,99,2
6148,2020-09-28,'THUNDER BAY DISTRICT',2262,1,104,1
6149,2020-09-28,'TIMISKAMING',2263,0,16,0
6150,2020-09-28,'TORONTO',3895,1661,14728,1155
6151,2020-09-28,'WATERLOO REGION',2265,137,1447,120
6152,2020-09-28,'WELLINGTON-DUFFERIN-GUELPH',2266,40,569,36
6153,2020-09-28,'WINDSOR-ESSEX COUNTY',2268,41,2522,77
6154,2020-09-28,'YORK REGION',2270,404,3484,253
6155,2020-09-29,'ALGOMA DISTRICT',2226,2,30,0
6156,2020-09-29,'BRANT COUNTY',2227,15,177,6
6157,2020-09-29,'CHATHAM-KENT',2240,2,364,2
6158,2020-09-29,'CITY OF HAMILTON',2237,96,999,46
6159,2020-09-29,'CITY OF OTTAWA',2251,730,3235,285
6160,2020-09-29,'DURHAM REGION',2230,99,1856,181
6161,2020-09-29,'EASTERN ONTARIO',2258,32,220,12
6162,2020-09-29,'GREY BRUCE',2233,5,126,0
6163,2020-09-29,'HALDIMAND-NORFOLK',2234,4,438,37
6164,2020-09-29,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,6,213,21
6165,2020-09-29,'HALTON REGION',2236,133,981,25
6166,2020-09-29,'HASTINGS & PRINCE EDWARD COUNTIES',2238,2,48,5
6167,2020-09-29,'HURON PERTH',5183,2,121,5
6168,2020-09-29,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,14,116,0
6169,2020-09-29,'LAMBTON COUNTY',2242,3,318,25
6170,2020-09-29,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,12,318,52
6171,2020-09-29,'MIDDLESEX-LONDON',2244,85,721,57
6172,2020-09-29,'NIAGARA REGION',2246,70,929,64
6173,2020-09-29,'NORTH BAY PARRY SOUND DISTRICT',2247,0,37,1
6174,2020-09-29,'NORTHWESTERN',2249,4,47,0
6175,2020-09-29,'OXFORD ELGIN-ST.THOMAS',4913,6,255,5
6176,2020-09-29,'PEEL REGION',2253,937,7771,322
6177,2020-09-29,'PETERBOROUGH COUNTY-CITY',2255,8,110,2
6178,2020-09-29,'PORCUPINE',2256,5,68,9
6179,2020-09-29,'RENFREW COUNTY AND DISTRICT',2257,7,45,1
6180,2020-09-29,'SIMCOE MUSKOKA DISTRICT',2260,77,775,36
6181,2020-09-29,'SUDBURY AND DISTRICT',2261,3,100,2
6182,2020-09-29,'THUNDER BAY DISTRICT',2262,1,104,1
6183,2020-09-29,'TIMISKAMING',2263,0,16,0
6184,2020-09-29,'TORONTO',3895,1800,14839,1156
6185,2020-09-29,'WATERLOO REGION',2265,138,1458,120
6186,2020-09-29,'WELLINGTON-DUFFERIN-GUELPH',2266,37,573,36
6187,2020-09-29,'WINDSOR-ESSEX COUNTY',2268,38,2529,77
6188,2020-09-29,'YORK REGION',2270,418,3513,253
6189,2020-09-30,'ALGOMA DISTRICT',2226,2,30,0
6190,2020-09-30,'BRANT COUNTY',2227,16,177,6
6191,2020-09-30,'CHATHAM-KENT',2240,3,364,2
6192,2020-09-30,'CITY OF HAMILTON',2237,96,1010,46
6193,2020-09-30,'CITY OF OTTAWA',2251,747,3280,287
6194,2020-09-30,'DURHAM REGION',2230,114,1866,181
6195,2020-09-30,'EASTERN ONTARIO',2258,31,223,12
6196,2020-09-30,'GREY BRUCE',2233,5,126,0
6197,2020-09-30,'HALDIMAND-NORFOLK',2234,4,438,37
6198,2020-09-30,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,6,213,21
6199,2020-09-30,'HALTON REGION',2236,149,998,25
