@relation covid_cases

@attribute id numeric
@attribute Date date 'yyyy-MM-dd'
@attribute phu_name {'ALGOMA DISTRICT','BRANT COUNTY','CHATHAM-KENT','CITY OF HAMILTON','CITY OF OTTAWA','DURHAM REGION','EASTERN ONTARIO','GREY BRUCE','HALDIMAND-NORFOLK','HALIBURTON, KAWARTHA, PINE RIDGE','HALTON REGION','HASTINGS & PRINCE EDWARD COUNTIES','HURON PERTH','KINGSTON, FRONTENAC, LENNOX & ADDINGTON','LAMBTON COUNTY','LEEDS, GRENVILLE AND LANARK DISTRICT',MIDDLESEX-LONDON,'NIAGARA REGION','NORTH BAY PARRY SOUND DISTRICT','NORTHWESTERN','OXFORD ELGIN-ST.THOMAS','PEEL REGION','PETERBOROUGH COUNTY-CITY','PORCUPINE','RENFREW COUNTY AND DISTRICT','SIMCOE MUSKOKA DISTRICT','SOUTHWESTERN','SUDBURY AND DISTRICT','THUNDER BAY DISTRICT','TIMISKAMING','TORONTO','UNKNOWN','WATERLOO REGION','WELLINGTON-DUFFERIN-GUELPH','WINDSOR-ESSEX COUNTY','YORK REGION'}
@attribute phu_num numeric
@attribute active_cases numeric
@attribute resolved_cases numeric
@attribute deaths numeric

@data
8145,2020-11-26,'NORTH BAY PARRY SOUND DISTRICT',2247,13,57,1
8146,2020-11-26,'NORTHWESTERN',2249,15,93,0
8147,2020-11-26,'OXFORD ELGIN-ST.THOMAS',4913,52,456,6
8148,2020-11-26,'PEEL REGION',2253,4159,18942,362
8149,2020-11-26,'PETERBOROUGH COUNTY-CITY',2255,14,178,5
8150,2020-11-26,'PORCUPINE',2256,2,95,9
8151,2020-11-26,'RENFREW COUNTY AND DISTRICT',2257,10,120,1
8152,2020-11-26,'SIMCOE MUSKOKA DISTRICT',2260,186,1754,50
8153,2020-11-26,'SUDBURY AND DISTRICT',2261,17,206,2
8154,2020-11-26,'THUNDER BAY DISTRICT',2262,81,169,2
8155,2020-11-26,'TIMISKAMING',2263,1,17,0
8156,2020-11-26,'TORONTO',3895,4245,31797,1542
8157,2020-11-26,'WATERLOO REGION',2265,392,2721,124
8158,2020-11-26,'WELLINGTON-DUFFERIN-GUELPH',2266,154,1082,39
8159,2020-11-26,'WINDSOR-ESSEX COUNTY',2268,326,3038,78
8160,2020-11-26,'YORK REGION',2270,1202,8533,308
8161,2020-11-27,'ALGOMA DISTRICT',2226,2,58,0
8162,2020-11-27,'BRANT COUNTY',2227,78,487,6
8163,2020-11-27,'CHATHAM-KENT',2240,22,461,3
8164,2020-11-27,'CITY OF HAMILTON',2237,385,2481,81
8165,2020-11-27,'CITY OF OTTAWA',2251,293,7665,373
8166,2020-11-27,'DURHAM REGION',2230,339,3689,184
8167,2020-11-27,'EASTERN ONTARIO',2258,59,704,40
8168,2020-11-27,'GREY BRUCE',2233,57,239,0
8169,2020-11-27,'HALDIMAND-NORFOLK',2234,41,544,37
8170,2020-11-27,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,26,255,21
8171,2020-11-27,'HALTON REGION',2236,451,2838,60
8172,2020-11-27,'HASTINGS & PRINCE EDWARD COUNTIES',2238,27,93,5
8173,2020-11-27,'HURON PERTH',5183,45,247,16
8174,2020-11-27,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,18,227,0
8175,2020-11-27,'LAMBTON COUNTY',2242,13,366,25
8176,2020-11-27,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,7,422,53
8177,2020-11-27,'MIDDLESEX-LONDON',2244,120,1344,64
8178,2020-11-27,'NIAGARA REGION',2246,165,1825,84
8179,2020-11-27,'NORTH BAY PARRY SOUND DISTRICT',2247,14,58,1
8180,2020-11-27,'NORTHWESTERN',2249,17,94,0
8181,2020-11-27,'OXFORD ELGIN-ST.THOMAS',4913,51,467,6
8182,2020-11-27,'PEEL REGION',2253,4274,19342,364
8183,2020-11-27,'PETERBOROUGH COUNTY-CITY',2255,19,178,5
8184,2020-11-27,'PORCUPINE',2256,2,95,9
8185,2020-11-27,'RENFREW COUNTY AND DISTRICT',2257,10,121,1
8186,2020-11-27,'SIMCOE MUSKOKA DISTRICT',2260,199,1779,50
8187,2020-11-27,'SUDBURY AND DISTRICT',2261,18,207,2
8188,2020-11-27,'THUNDER BAY DISTRICT',2262,74,177,2
8189,2020-11-27,'TIMISKAMING',2263,1,17,0
8190,2020-11-27,'TORONTO',3895,4271,32255,1552
8191,2020-11-27,'WATERLOO REGION',2265,424,2763,124
8192,2020-11-27,'WELLINGTON-DUFFERIN-GUELPH',2266,168,1095,39
8193,2020-11-27,'WINDSOR-ESSEX COUNTY',2268,351,3064,79
8194,2020-11-27,'YORK REGION',2270,1214,8709,309
8195,2020-11-28,'ALGOMA DISTRICT',2226,2,58,0
8196,2020-11-28,'BRANT COUNTY',2227,66,501,6
8197,2020-11-28,'CHATHAM-KENT',2240,14,469,3
8198,2020-11-28,'CITY OF HAMILTON',2237,449,2518,82
8199,2020-11-28,'CITY OF OTTAWA',2251,313,7692,372
8200,2020-11-28,'DURHAM REGION',2230,268,3808,184
8201,2020-11-28,'EASTERN ONTARIO',2258,70,706,40
8202,2020-11-28,'GREY BRUCE',2233,57,249,0
8203,2020-11-28,'HALDIMAND-NORFOLK',2234,40,551,37
8204,2020-11-28,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,26,258,21
8205,2020-11-28,'HALTON REGION',2236,485,2870,62
8206,2020-11-28,'HASTINGS & PRINCE EDWARD COUNTIES',2238,28,95,5
8207,2020-11-28,'HURON PERTH',5183,51,251,17
8208,2020-11-28,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,21,229,0
8209,2020-11-28,'LAMBTON COUNTY',2242,13,367,25
8210,2020-11-28,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,6,423,53
8211,2020-11-28,'MIDDLESEX-LONDON',2244,126,1356,66
8212,2020-11-28,'NIAGARA REGION',2246,157,1853,85
8213,2020-11-28,'NORTH BAY PARRY SOUND DISTRICT',2247,11,62,1
8214,2020-11-28,'NORTHWESTERN',2249,20,95,0
8215,2020-11-28,'OXFORD ELGIN-ST.THOMAS',4913,53,472,6
8216,2020-11-28,'PEEL REGION',2253,4386,19738,372
8217,2020-11-28,'PETERBOROUGH COUNTY-CITY',2255,17,183,5
8218,2020-11-28,'PORCUPINE',2256,1,96,9
8219,2020-11-28,'RENFREW COUNTY AND DISTRICT',2257,9,123,1
8220,2020-11-28,'SIMCOE MUSKOKA DISTRICT',2260,190,1809,50
8221,2020-11-28,'SUDBURY AND DISTRICT',2261,16,211,2
8222,2020-11-28,'THUNDER BAY DISTRICT',2262,77,184,2
8223,2020-11-28,'TIMISKAMING',2263,0,18,0
8224,2020-11-28,'TORONTO',3895,4409,32670,1565
8225,2020-11-28,'WATERLOO REGION',2265,482,2810,124
8226,2020-11-28,'WELLINGTON-DUFFERIN-GUELPH',2266,152,1136,39
8227,2020-11-28,'WINDSOR-ESSEX COUNTY',2268,353,3119,79
8228,2020-11-28,'YORK REGION',2270,1170,8896,311
8229,2020-11-29,'ALGOMA DISTRICT',2226,2,58,0
8230,2020-11-29,'BRANT COUNTY',2227,68,509,6
8231,2020-11-29,'CHATHAM-KENT',2240,17,471,3
8232,2020-11-29,'CITY OF HAMILTON',2237,472,2554,83
8233,2020-11-29,'CITY OF OTTAWA',2251,350,7732,374
8234,2020-11-29,'DURHAM REGION',2230,328,3821,184
8235,2020-11-29,'EASTERN ONTARIO',2258,74,712,40
8236,2020-11-29,'GREY BRUCE',2233,52,255,0
8237,2020-11-29,'HALDIMAND-NORFOLK',2234,40,555,37
8238,2020-11-29,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,29,260,21
8239,2020-11-29,'HALTON REGION',2236,488,2897,63
8240,2020-11-29,'HASTINGS & PRINCE EDWARD COUNTIES',2238,29,99,5
8241,2020-11-29,'HURON PERTH',5183,57,254,17
8242,2020-11-29,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,24,231,0
8243,2020-11-29,'LAMBTON COUNTY',2242,13,369,25
8244,2020-11-29,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,9,424,53
8245,2020-11-29,'MIDDLESEX-LONDON',2244,133,1369,66
8246,2020-11-29,'NIAGARA REGION',2246,162,1876,85
8247,2020-11-29,'NORTH BAY PARRY SOUND DISTRICT',2247,12,62,1
8248,2020-11-29,'NORTHWESTERN',2249,21,96,0
8249,2020-11-29,'OXFORD ELGIN-ST.THOMAS',4913,67,475,6
8250,2020-11-29,'PEEL REGION',2253,4390,20235,374
8251,2020-11-29,'PETERBOROUGH COUNTY-CITY',2255,22,183,5
8252,2020-11-29,'PORCUPINE',2256,2,96,9
8253,2020-11-29,'RENFREW COUNTY AND DISTRICT',2257,9,123,1
8254,2020-11-29,'SIMCOE MUSKOKA DISTRICT',2260,208,1821,50
8255,2020-11-29,'SUDBURY AND DISTRICT',2261,16,212,2
8256,2020-11-29,'THUNDER BAY DISTRICT',2262,84,196,2
8257,2020-11-29,'TIMISKAMING',2263,0,18,0
8258,2020-11-29,'TORONTO',3895,4429,33099,1579
8259,2020-11-29,'WATERLOO REGION',2265,485,2869,125
8260,2020-11-29,'WELLINGTON-DUFFERIN-GUELPH',2266,170,1148,39
8261,2020-11-29,'WINDSOR-ESSEX COUNTY',2268,367,3142,79
8262,2020-11-29,'YORK REGION',2270,1150,9098,314
8263,2020-11-30,'ALGOMA DISTRICT',2226,2,58,0
8264,2020-11-30,'BRANT COUNTY',2227,73,513,6
8265,2020-11-30,'CHATHAM-KENT',2240,20,471,3
8266,2020-11-30,'CITY OF HAMILTON',2237,485,2592,86
8267,2020-11-30,'CITY OF OTTAWA',2251,349,7761,375
8268,2020-11-30,'DURHAM REGION',2230,425,3832,184
8269,2020-11-30,'EASTERN ONTARIO',2258,83,718,40
8270,2020-11-30,'GREY BRUCE',2233,49,261,0
8271,2020-11-30,'HALDIMAND-NORFOLK',2234,45,556,37
8272,2020-11-30,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,27,264,21
8273,2020-11-30,'HALTON REGION',2236,480,2940,63
8274,2020-11-30,'HASTINGS & PRINCE EDWARD COUNTIES',2238,31,99,5
8275,2020-11-30,'HURON PERTH',5183,59,260,18
8276,2020-11-30,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,25,233,0
8277,2020-11-30,'LAMBTON COUNTY',2242,14,371,25
8278,2020-11-30,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,12,424,53
8279,2020-11-30,'MIDDLESEX-LONDON',2244,131,1385,66
8280,2020-11-30,'NIAGARA REGION',2246,165,1894,86
8281,2020-11-30,'NORTH BAY PARRY SOUND DISTRICT',2247,14,62,1
8282,2020-11-30,'NORTHWESTERN',2249,21,99,0
8283,2020-11-30,'OXFORD ELGIN-ST.THOMAS',4913,71,478,6
8284,2020-11-30,'PEEL REGION',2253,4353,20662,374
8285,2020-11-30,'PETERBOROUGH COUNTY-CITY',2255,22,184,5
8286,2020-11-30,'PORCUPINE',2256,1,97,9
8287,2020-11-30,'RENFREW COUNTY AND DISTRICT',2257,8,124,1
8288,2020-11-30,'SIMCOE MUSKOKA DISTRICT',2260,215,1842,50
8289,2020-11-30,'SUDBURY AND DISTRICT',2261,17,212,2
8290,2020-11-30,'THUNDER BAY DISTRICT',2262,95,206,2
8291,2020-11-30,'TIMISKAMING',2263,0,18,0
8292,2020-11-30,'TORONTO',3895,4629,33519,1581
8293,2020-11-30,'WATERLOO REGION',2265,511,2917,125
8294,2020-11-30,'WELLINGTON-DUFFERIN-GUELPH',2266,179,1161,39
8295,2020-11-30,'WINDSOR-ESSEX COUNTY',2268,392,3155,79
8296,2020-11-30,'YORK REGION',2270,1194,9271,314
8297,2020-12-01,'ALGOMA DISTRICT',2226,2,59,0
8298,2020-12-01,'BRANT COUNTY',2227,72,522,6
8299,2020-12-01,'CHATHAM-KENT',2240,16,476,3
8300,2020-12-01,'CITY OF HAMILTON',2237,498,2636,87
8301,2020-12-01,'CITY OF OTTAWA',2251,360,7783,376
8302,2020-12-01,'DURHAM REGION',2230,454,3874,185
8303,2020-12-01,'EASTERN ONTARIO',2258,87,721,40
8304,2020-12-01,'GREY BRUCE',2233,53,269,0
8305,2020-12-01,'HALDIMAND-NORFOLK',2234,41,562,37
8306,2020-12-01,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,32,265,21
8307,2020-12-01,'HALTON REGION',2236,482,2983,65
8308,2020-12-01,'HASTINGS & PRINCE EDWARD COUNTIES',2238,35,101,5
8309,2020-12-01,'HURON PERTH',5183,60,267,18
8310,2020-12-01,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,23,236,0
8311,2020-12-01,'LAMBTON COUNTY',2242,16,371,25
8312,2020-12-01,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,13,425,53
8313,2020-12-01,'MIDDLESEX-LONDON',2244,127,1378,67
8314,2020-12-01,'NIAGARA REGION',2246,168,1906,86
8315,2020-12-01,'NORTH BAY PARRY SOUND DISTRICT',2247,11,65,1
8316,2020-12-01,'NORTHWESTERN',2249,18,103,0
8317,2020-12-01,'OXFORD ELGIN-ST.THOMAS',4913,69,484,6
8318,2020-12-01,'PEEL REGION',2253,4298,21090,374
8319,2020-12-01,'PETERBOROUGH COUNTY-CITY',2255,22,185,5
8320,2020-12-01,'PORCUPINE',2256,1,97,9
8321,2020-12-01,'RENFREW COUNTY AND DISTRICT',2257,7,125,1
8322,2020-12-01,'SIMCOE MUSKOKA DISTRICT',2260,227,1866,50
8323,2020-12-01,'SUDBURY AND DISTRICT',2261,16,212,2
8324,2020-12-01,'THUNDER BAY DISTRICT',2262,93,213,2
8325,2020-12-01,'TIMISKAMING',2263,0,18,0
8326,2020-12-01,'TORONTO',3895,4989,33886,1581
8327,2020-12-01,'WATERLOO REGION',2265,500,2989,125
8328,2020-12-01,'WELLINGTON-DUFFERIN-GUELPH',2266,159,1194,39
8329,2020-12-01,'WINDSOR-ESSEX COUNTY',2268,403,3190,80
8330,2020-12-01,'YORK REGION',2270,1172,9461,314
8331,2020-12-02,'ALGOMA DISTRICT',2226,2,59,0
8332,2020-12-02,'BRANT COUNTY',2227,66,536,6
8333,2020-12-02,'CHATHAM-KENT',2240,27,479,4
8334,2020-12-02,'CITY OF HAMILTON',2237,512,2691,92
8335,2020-12-02,'CITY OF OTTAWA',2251,368,7819,378
8336,2020-12-02,'DURHAM REGION',2230,481,3969,187
8337,2020-12-02,'EASTERN ONTARIO',2258,84,729,40
8338,2020-12-02,'GREY BRUCE',2233,46,279,0
8339,2020-12-02,'HALDIMAND-NORFOLK',2234,43,565,37
8340,2020-12-02,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,31,271,21
8341,2020-12-02,'HALTON REGION',2236,474,3035,66
8342,2020-12-02,'HASTINGS & PRINCE EDWARD COUNTIES',2238,41,101,5
8343,2020-12-02,'HURON PERTH',5183,50,282,18
8344,2020-12-02,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,23,238,0
8345,2020-12-02,'LAMBTON COUNTY',2242,11,377,25
8346,2020-12-02,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,11,428,53
8347,2020-12-02,'MIDDLESEX-LONDON',2244,121,1384,67
8348,2020-12-02,'NIAGARA REGION',2246,161,1931,86
8349,2020-12-02,'NORTH BAY PARRY SOUND DISTRICT',2247,7,69,1
8350,2020-12-02,'NORTHWESTERN',2249,16,104,0
8351,2020-12-02,'OXFORD ELGIN-ST.THOMAS',4913,66,498,7
8352,2020-12-02,'PEEL REGION',2253,4369,21517,376
8353,2020-12-02,'PETERBOROUGH COUNTY-CITY',2255,22,187,5
8354,2020-12-02,'PORCUPINE',2256,1,97,9
8355,2020-12-02,'RENFREW COUNTY AND DISTRICT',2257,3,129,1
8356,2020-12-02,'SIMCOE MUSKOKA DISTRICT',2260,223,1915,50
8357,2020-12-02,'SUDBURY AND DISTRICT',2261,18,213,2
8358,2020-12-02,'THUNDER BAY DISTRICT',2262,97,219,2
8359,2020-12-02,'TIMISKAMING',2263,0,18,0
8360,2020-12-02,'TORONTO',3895,4890,34378,1598
8361,2020-12-02,'WATERLOO REGION',2265,517,3075,125
8362,2020-12-02,'WELLINGTON-DUFFERIN-GUELPH',2266,157,1216,39
8363,2020-12-02,'WINDSOR-ESSEX COUNTY',2268,388,3263,82
8364,2020-12-02,'YORK REGION',2270,1200,9627,316
8365,2020-12-03,'ALGOMA DISTRICT',2226,3,58,0
8366,2020-12-03,'BRANT COUNTY',2227,63,544,6
8367,2020-12-03,'CHATHAM-KENT',2240,31,480,4
8368,2020-12-03,'CITY OF HAMILTON',2237,521,2738,92
8369,2020-12-03,'CITY OF OTTAWA',2251,377,7851,378
8370,2020-12-03,'DURHAM REGION',2230,508,3999,187
8371,2020-12-03,'EASTERN ONTARIO',2258,99,733,40
8372,2020-12-03,'GREY BRUCE',2233,45,284,0
8373,2020-12-03,'HALDIMAND-NORFOLK',2234,38,570,37
8374,2020-12-03,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,35,272,21
8375,2020-12-03,'HALTON REGION',2236,436,3141,66
8376,2020-12-03,'HASTINGS & PRINCE EDWARD COUNTIES',2238,44,105,5
8377,2020-12-03,'HURON PERTH',5183,57,284,18
8378,2020-12-03,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,27,238,0
8379,2020-12-03,'LAMBTON COUNTY',2242,15,377,25
8380,2020-12-03,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,16,429,53
8381,2020-12-03,'MIDDLESEX-LONDON',2244,228,1404,67
8382,2020-12-03,'NIAGARA REGION',2246,178,1939,86
8383,2020-12-03,'NORTH BAY PARRY SOUND DISTRICT',2247,8,70,1
8384,2020-12-03,'NORTHWESTERN',2249,15,106,0
8385,2020-12-03,'OXFORD ELGIN-ST.THOMAS',4913,66,506,7
8386,2020-12-03,'PEEL REGION',2253,4514,21962,378
8387,2020-12-03,'PETERBOROUGH COUNTY-CITY',2255,21,190,5
8388,2020-12-03,'PORCUPINE',2256,1,97,9
8389,2020-12-03,'RENFREW COUNTY AND DISTRICT',2257,1,131,1
8390,2020-12-03,'SIMCOE MUSKOKA DISTRICT',2260,204,1945,50
8391,2020-12-03,'SUDBURY AND DISTRICT',2261,14,215,2
8392,2020-12-03,'THUNDER BAY DISTRICT',2262,100,229,2
8393,2020-12-03,'TIMISKAMING',2263,0,18,0
8394,2020-12-03,'TORONTO',3895,4737,34917,1608
8395,2020-12-03,'WATERLOO REGION',2265,556,3123,125
8396,2020-12-03,'WELLINGTON-DUFFERIN-GUELPH',2266,154,1241,40
8397,2020-12-03,'WINDSOR-ESSEX COUNTY',2268,407,3306,82
8398,2020-12-03,'YORK REGION',2270,1276,9737,317
8399,2020-12-04,'ALGOMA DISTRICT',2226,2,59,0
8400,2020-12-04,'BRANT COUNTY',2227,63,555,6
8401,2020-12-04,'CHATHAM-KENT',2240,33,481,4
8402,2020-12-04,'CITY OF HAMILTON',2237,512,2788,94
8403,2020-12-04,'CITY OF OTTAWA',2251,392,7873,377
8404,2020-12-04,'DURHAM REGION',2230,568,4032,188
8405,2020-12-04,'EASTERN ONTARIO',2258,99,737,40
8406,2020-12-04,'GREY BRUCE',2233,45,291,0
8407,2020-12-04,'HALDIMAND-NORFOLK',2234,34,575,37
8408,2020-12-04,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,33,276,21
8409,2020-12-04,'HALTON REGION',2236,442,3185,67
8410,2020-12-04,'HASTINGS & PRINCE EDWARD COUNTIES',2238,41,114,5
8411,2020-12-04,'HURON PERTH',5183,59,292,18
8412,2020-12-04,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,34,238,0
8413,2020-12-04,'LAMBTON COUNTY',2242,17,378,25
8414,2020-12-04,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,19,430,53
8415,2020-12-04,'MIDDLESEX-LONDON',2244,263,1408,67
8416,2020-12-04,'NIAGARA REGION',2246,161,1975,88
8417,2020-12-04,'NORTH BAY PARRY SOUND DISTRICT',2247,10,72,1
8418,2020-12-04,'NORTHWESTERN',2249,12,111,0
8419,2020-12-04,'OXFORD ELGIN-ST.THOMAS',4913,79,512,8
8420,2020-12-04,'PEEL REGION',2253,4517,22392,378
8421,2020-12-04,'PETERBOROUGH COUNTY-CITY',2255,21,193,5
8422,2020-12-04,'PORCUPINE',2256,3,97,9
8423,2020-12-04,'RENFREW COUNTY AND DISTRICT',2257,2,132,1
8424,2020-12-04,'SIMCOE MUSKOKA DISTRICT',2260,222,1968,50
8425,2020-12-04,'SUDBURY AND DISTRICT',2261,11,218,2
8426,2020-12-04,'THUNDER BAY DISTRICT',2262,109,233,2
8427,2020-12-04,'TIMISKAMING',2263,0,18,0
8428,2020-12-04,'TORONTO',3895,4825,35446,1624
8429,2020-12-04,'WATERLOO REGION',2265,545,3173,126
8430,2020-12-04,'WELLINGTON-DUFFERIN-GUELPH',2266,153,1267,40
8431,2020-12-04,'WINDSOR-ESSEX COUNTY',2268,424,3357,82
8432,2020-12-04,'YORK REGION',2270,1247,9916,319
8433,2020-12-05,'ALGOMA DISTRICT',2226,2,59,0
8434,2020-12-05,'BRANT COUNTY',2227,59,563,6
8435,2020-12-05,'CHATHAM-KENT',2240,31,485,4
8436,2020-12-05,'CITY OF HAMILTON',2237,561,2828,94
8437,2020-12-05,'CITY OF OTTAWA',2251,421,7915,378
8438,2020-12-05,'DURHAM REGION',2230,571,4068,190
8439,2020-12-05,'EASTERN ONTARIO',2258,126,751,40
8440,2020-12-05,'GREY BRUCE',2233,41,299,0
8441,2020-12-05,'HALDIMAND-NORFOLK',2234,34,579,37
8442,2020-12-05,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,35,280,21
8443,2020-12-05,'HALTON REGION',2236,471,3224,67
8444,2020-12-05,'HASTINGS & PRINCE EDWARD COUNTIES',2238,42,120,5
8445,2020-12-05,'HURON PERTH',5183,51,305,18
8446,2020-12-05,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,39,246,0
8447,2020-12-05,'LAMBTON COUNTY',2242,18,379,25
8448,2020-12-05,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,23,432,53
8449,2020-12-05,'MIDDLESEX-LONDON',2244,281,1415,67
8450,2020-12-05,'NIAGARA REGION',2246,162,1997,88
8451,2020-12-05,'NORTH BAY PARRY SOUND DISTRICT',2247,10,74,1
8452,2020-12-05,'NORTHWESTERN',2249,12,113,0
8453,2020-12-05,'OXFORD ELGIN-ST.THOMAS',4913,83,523,8
8454,2020-12-05,'PEEL REGION',2253,4504,22864,382
8455,2020-12-05,'PETERBOROUGH COUNTY-CITY',2255,24,194,5
8456,2020-12-05,'PORCUPINE',2256,6,98,9
8457,2020-12-05,'RENFREW COUNTY AND DISTRICT',2257,3,132,1
8458,2020-12-05,'SIMCOE MUSKOKA DISTRICT',2260,238,1994,52
8459,2020-12-05,'SUDBURY AND DISTRICT',2261,9,219,2
8460,2020-12-05,'THUNDER BAY DISTRICT',2262,115,240,2
8461,2020-12-05,'TIMISKAMING',2263,0,18,0
8462,2020-12-05,'TORONTO',3895,4833,35935,1631
8463,2020-12-05,'WATERLOO REGION',2265,524,3258,126
8464,2020-12-05,'WELLINGTON-DUFFERIN-GUELPH',2266,172,1296,40
8465,2020-12-05,'WINDSOR-ESSEX COUNTY',2268,444,3422,83
8466,2020-12-05,'YORK REGION',2270,1267,10091,322
8467,2020-12-06,'ALGOMA DISTRICT',2226,1,60,0
8468,2020-12-06,'BRANT COUNTY',2227,57,575,6
8469,2020-12-06,'CHATHAM-KENT',2240,31,488,4
8470,2020-12-06,'CITY OF HAMILTON',2237,585,2891,94
8471,2020-12-06,'CITY OF OTTAWA',2251,420,7976,379
8472,2020-12-06,'DURHAM REGION',2230,639,4102,192
8473,2020-12-06,'EASTERN ONTARIO',2258,140,754,40
8474,2020-12-06,'GREY BRUCE',2233,35,308,0
8475,2020-12-06,'HALDIMAND-NORFOLK',2234,34,586,37
8476,2020-12-06,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,38,284,21
8477,2020-12-06,'HALTON REGION',2236,471,3275,67
8478,2020-12-06,'HASTINGS & PRINCE EDWARD COUNTIES',2238,41,126,5
8479,2020-12-06,'HURON PERTH',5183,57,309,18
8480,2020-12-06,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,42,248,0
8481,2020-12-06,'LAMBTON COUNTY',2242,21,381,25
8482,2020-12-06,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,34,434,53
8483,2020-12-06,'MIDDLESEX-LONDON',2244,292,1426,67
8484,2020-12-06,'NIAGARA REGION',2246,178,2016,88
8485,2020-12-06,'NORTH BAY PARRY SOUND DISTRICT',2247,9,75,1
8486,2020-12-06,'NORTHWESTERN',2249,11,115,0
8487,2020-12-06,'OXFORD ELGIN-ST.THOMAS',4913,92,529,8
8488,2020-12-06,'PEEL REGION',2253,4526,23318,383
8489,2020-12-06,'PETERBOROUGH COUNTY-CITY',2255,25,196,5
8490,2020-12-06,'PORCUPINE',2256,8,99,9
8491,2020-12-06,'RENFREW COUNTY AND DISTRICT',2257,4,132,1
8492,2020-12-06,'SIMCOE MUSKOKA DISTRICT',2260,260,2017,51
8493,2020-12-06,'SUDBURY AND DISTRICT',2261,8,221,2
8494,2020-12-06,'THUNDER BAY DISTRICT',2262,109,252,3
8495,2020-12-06,'TIMISKAMING',2263,0,18,0
8496,2020-12-06,'TORONTO',3895,4935,36392,1640
8497,2020-12-06,'WATERLOO REGION',2265,503,3326,126
8498,2020-12-06,'WELLINGTON-DUFFERIN-GUELPH',2266,184,1316,40
8499,2020-12-06,'WINDSOR-ESSEX COUNTY',2268,426,3471,83
8500,2020-12-06,'YORK REGION',2270,1331,10274,324
8501,2020-12-07,'ALGOMA DISTRICT',2226,1,60,0
8502,2020-12-07,'BRANT COUNTY',2227,56,582,6
8503,2020-12-07,'CHATHAM-KENT',2240,33,488,4
8504,2020-12-07,'CITY OF HAMILTON',2237,593,2955,98
8505,2020-12-07,'CITY OF OTTAWA',2251,448,7996,379
8506,2020-12-07,'DURHAM REGION',2230,733,4137,196
8507,2020-12-07,'EASTERN ONTARIO',2258,156,760,40
8508,2020-12-07,'GREY BRUCE',2233,33,311,0
8509,2020-12-07,'HALDIMAND-NORFOLK',2234,34,588,37
8510,2020-12-07,'HALIBURTON, KAWARTHA, PINE RIDGE',2235,38,286,21
8511,2020-12-07,'HALTON REGION',2236,492,3303,72
8512,2020-12-07,'HASTINGS & PRINCE EDWARD COUNTIES',2238,41,128,5
8513,2020-12-07,'HURON PERTH',5183,59,316,19
8514,2020-12-07,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON',2241,51,250,0
8515,2020-12-07,'LAMBTON COUNTY',2242,19,383,25
8516,2020-12-07,'LEEDS, GRENVILLE AND LANARK DISTRICT',2243,40,435,53
8517,2020-12-07,'MIDDLESEX-LONDON',2244,305,1436,67
8518,2020-12-07,'NIAGARA REGION',2246,191,2030,88
8519,2020-12-07,'NORTH BAY PARRY SOUND DISTRICT',2247,11,75,1
8520,2020-12-07,'NORTHWESTERN',2249,12,117,0
8521,2020-12-07,'OXFORD ELGIN-ST.THOMAS',4913,96,531,8
8522,2020-12-07,'PEEL REGION',2253,4592,23763,384
8523,2020-12-07,'PETERBOROUGH COUNTY-CITY',2255,20,201,5
8524,2020-12-07,'PORCUPINE',2256,6,101,9
8525,2020-12-07,'RENFREW COUNTY AND DISTRICT',2257,4,132,1
8526,2020-12-07,'SIMCOE MUSKOKA DISTRICT',2260,305,2032,51
8527,2020-12-07,'SUDBURY AND DISTRICT',2261,8,221,2
8528,2020-12-07,'THUNDER BAY DISTRICT',2262,106,264,3
