@relation vaccine_by_age_group

@attribute Date date 'yyyy-MM-dd'
@attribute phu_ID numeric
@attribute phu_name {'ALGOMA DISTRICT','BRANT COUNTY','CHATHAM-KENT','CITY OF HAMILTON','CITY OF OTTAWA','DURHAM REGION','EASTERN ONTARIO','GREY BRUCE','HALDIMAND-NORFOLK','HALIBURTON, KAWARTHA, PINE RIDGE','HALTON REGION','HASTINGS & PRINCE EDWARD COUNTIES','HURON PERTH','KINGSTON, FRONTENAC, LENNOX & ADDINGTON','LAMBTON COUNTY','LEEDS, GRENVILLE AND LANARK DISTRICT',MIDDLESEX-LONDON,'NIAGARA REGION','NORTH BAY PARRY SOUND DISTRICT','NORTHWESTERN','OXFORD ELGIN-ST.THOMAS','PEEL REGION','PETERBOROUGH COUNTY-CITY','PORCUPINE','RENFREW COUNTY AND DISTRICT','SIMCOE MUSKOKA DISTRICT','SOUTHWESTERN','SUDBURY AND DISTRICT','THUNDER BAY DISTRICT','TIMISKAMING','TORONTO','UNKNOWN','WATERLOO REGION','WELLINGTON-DUFFERIN-GUELPH','WINDSOR-ESSEX COUNTY','YORK REGION'}
@attribute age_group {'05-11yrs','12-17yrs','18-29yrs','30-39yrs','40-49yrs','50-59yrs','60-69yrs','70-79yrs','80+','Adults_18plus','Ontario_12plus','Ontario_5plus','Undisclosed_or_missing'}
@attribute one_dose_cumulative numeric
@attribute second_dose_cumulative numeric
@attribute fully_vaccinated_cumulative numeric
@attribute total_population numeric
@attribute percent_one_dose numeric
@attribute percent_fully_vac numeric

@data
2021-10-14,2230,'DURHAM REGION','Adults_18plus',505833,484382,0,566267,0.8933,0.8554
2021-10-14,2258,'EASTERN ONTARIO','Adults_18plus',153649,145332,0,169549,0.9062,0.8572
2021-10-14,2233,'GREY BRUCE','Adults_18plus',119155,114292,0,138881,0.858,0.8229
2021-10-14,2234,'HALDIMAND-NORFOLK','Adults_18plus',80950,76859,0,93135,0.8692,0.8252
2021-10-14,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','Adults_18plus',141541,134505,0,160405,0.8824,0.8385
2021-10-14,2236,'HALTON REGION','Adults_18plus',432054,417348,0,484194,0.8923,0.8619
2021-10-14,2238,'HASTINGS & PRINCE EDWARD COUNTIES','Adults_18plus',120901,113868,0,139653,0.8657,0.8154
2021-10-14,5183,'HURON PERTH','Adults_18plus',101215,97006,0,111054,0.9114,0.8735
2021-10-14,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','Adults_18plus',157180,149285,0,177763,0.8842,0.8398
2021-10-14,2242,'LAMBTON COUNTY','Adults_18plus',90032,85584,0,107228,0.8396,0.7981
2021-10-14,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','Adults_18plus',141147,135471,0,143884,0.981,0.9415
2021-10-14,2244,'MIDDLESEX-LONDON','Adults_18plus',371800,352503,0,412459,0.9014,0.8546
2021-10-14,2246,'NIAGARA REGION','Adults_18plus',347063,328842,0,391329,0.8869,0.8403
2021-10-14,2247,'NORTH BAY PARRY SOUND DISTRICT','Adults_18plus',93444,88328,0,108600,0.8604,0.8133
2021-10-14,2249,'NORTHWESTERN','Adults_18plus',59602,55580,0,67354,0.8849,0.8252
2021-10-14,2253,'PEEL REGION','Adults_18plus',1119191,1055067,0,1273929,0.8785,0.8282
2021-10-14,2255,'PETERBOROUGH COUNTY-CITY','Adults_18plus',107597,102383,0,122992,0.8748,0.8324
2021-10-14,2256,'PORCUPINE','Adults_18plus',58933,54116,0,66273,0.8892,0.8166
2021-10-14,2257,'RENFREW COUNTY AND DISTRICT','Adults_18plus',73772,69995,0,88601,0.8326,0.79
2021-10-14,2260,'SIMCOE MUSKOKA DISTRICT','Adults_18plus',426385,404119,0,490888,0.8686,0.8232
2021-10-14,4913,'SOUTHWESTERN','Adults_18plus',146099,139245,0,166876,0.8755,0.8344
2021-10-14,2261,'SUDBURY AND DISTRICT','Adults_18plus',146706,137875,0,163770,0.8958,0.8419
2021-10-14,2262,'THUNDER BAY DISTRICT','Adults_18plus',114139,107778,0,122742,0.9299,0.8781
2021-10-14,2263,'TIMISKAMING','Adults_18plus',23335,21895,0,26908,0.8672,0.8137
2021-10-14,3895,'TORONTO','Adults_18plus',2209503,2097575,0,2607776,0.8473,0.8044
2021-10-14,9999,'UNKNOWN','Adults_18plus',12066,6199,0,0,0,0
2021-10-14,2265,'WATERLOO REGION','Adults_18plus',425727,406118,0,466255,0.9131,0.871
2021-10-14,2266,'WELLINGTON-DUFFERIN-GUELPH','Adults_18plus',221289,212110,0,248856,0.8892,0.8523
2021-10-14,2268,'WINDSOR-ESSEX COUNTY','Adults_18plus',299631,282661,0,343007,0.8735,0.8241
2021-10-14,2270,'YORK REGION','Adults_18plus',845938,814309,0,979192,0.8639,0.8316
2021-10-14,2226,'ALGOMA DISTRICT','Ontario_12plus',90178,85151,0,101417,0.8892,0.8396
2021-10-14,2227,'BRANT COUNTY','Ontario_12plus',114783,108287,0,134281,0.8548,0.8064
2021-10-14,2240,'CHATHAM-KENT','Ontario_12plus',78398,73131,0,93208,0.8411,0.7846
2021-10-14,2237,'CITY OF HAMILTON','Ontario_12plus',437770,411763,0,519560,0.8426,0.7925
2021-10-14,2251,'CITY OF OTTAWA','Ontario_12plus',829207,788879,0,922751,0.8986,0.8549
2021-10-14,2230,'DURHAM REGION','Ontario_12plus',549115,524774,0,617305,0.8895,0.8501
2021-10-14,2258,'EASTERN ONTARIO','Ontario_12plus',164624,155285,0,182972,0.8997,0.8487
2021-10-14,2233,'GREY BRUCE','Ontario_12plus',126344,120766,0,149060,0.8476,0.8102
2021-10-14,2234,'HALDIMAND-NORFOLK','Ontario_12plus',85623,80960,0,100272,0.8539,0.8074
2021-10-14,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','Ontario_12plus',149282,141445,0,170498,0.8756,0.8296
2021-10-14,2236,'HALTON REGION','Ontario_12plus',477171,459791,0,533442,0.8945,0.8619
2021-10-14,2238,'HASTINGS & PRINCE EDWARD COUNTIES','Ontario_12plus',128754,120800,0,149606,0.8606,0.8075
2021-10-14,5183,'HURON PERTH','Ontario_12plus',108320,103499,0,120844,0.8964,0.8565
2021-10-14,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','Ontario_12plus',167769,159130,0,189566,0.885,0.8394
2021-10-14,2242,'LAMBTON COUNTY','Ontario_12plus',95997,90959,0,115508,0.8311,0.7875
2021-10-14,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','Ontario_12plus',149986,143606,0,154361,0.9717,0.9303
2021-10-14,2244,'MIDDLESEX-LONDON','Ontario_12plus',400714,378905,0,444194,0.9021,0.853
2021-10-14,2246,'NIAGARA REGION','Ontario_12plus',369466,348936,0,419682,0.8803,0.8314
2021-10-14,2247,'NORTH BAY PARRY SOUND DISTRICT','Ontario_12plus',99068,93335,0,115844,0.8552,0.8057
2021-10-14,2249,'NORTHWESTERN','Ontario_12plus',64961,60151,0,74025,0.8776,0.8126
2021-10-14,2253,'PEEL REGION','Ontario_12plus',1209802,1137194,0,1392903,0.8685,0.8164
2021-10-14,2255,'PETERBOROUGH COUNTY-CITY','Ontario_12plus',114169,108284,0,131033,0.8713,0.8264
2021-10-14,2256,'PORCUPINE','Ontario_12plus',63555,58040,0,72027,0.8824,0.8058
2021-10-14,2257,'RENFREW COUNTY AND DISTRICT','Ontario_12plus',78665,74361,0,94931,0.8287,0.7833
2021-10-14,2260,'SIMCOE MUSKOKA DISTRICT','Ontario_12plus',456532,431262,0,528502,0.8638,0.816
2021-10-14,4913,'SOUTHWESTERN','Ontario_12plus',157189,149395,0,182213,0.8627,0.8199
2021-10-14,2261,'SUDBURY AND DISTRICT','Ontario_12plus',156630,146837,0,175659,0.8917,0.8359
2021-10-14,2262,'THUNDER BAY DISTRICT','Ontario_12plus',121669,114420,0,131784,0.9232,0.8682
2021-10-14,2263,'TIMISKAMING','Ontario_12plus',24842,23263,0,28805,0.8624,0.8076
2021-10-14,3895,'TORONTO','Ontario_12plus',2342900,2220141,0,2770322,0.8457,0.8014
2021-10-14,9999,'UNKNOWN','Ontario_12plus',12650,6410,0,0,0,0
2021-10-14,2265,'WATERLOO REGION','Ontario_12plus',459734,437462,0,506304,0.908,0.864
2021-10-14,2266,'WELLINGTON-DUFFERIN-GUELPH','Ontario_12plus',238880,228448,0,270024,0.8847,0.846
2021-10-14,2268,'WINDSOR-ESSEX COUNTY','Ontario_12plus',322174,302608,0,372777,0.8643,0.8118
2021-10-14,2270,'YORK REGION','Ontario_12plus',922308,884903,0,1069165,0.8626,0.8277
2021-10-14,2226,'ALGOMA DISTRICT','Undisclosed_or_missing',6,4,0,0,0,0
2021-10-14,2227,'BRANT COUNTY','Undisclosed_or_missing',6,2,0,0,0,0
2021-10-14,2240,'CHATHAM-KENT','Undisclosed_or_missing',6,1,0,0,0,0
2021-10-14,2237,'CITY OF HAMILTON','Undisclosed_or_missing',42,14,0,0,0,0
2021-10-14,2251,'CITY OF OTTAWA','Undisclosed_or_missing',2629,2471,0,0,0,0
2021-10-14,2230,'DURHAM REGION','Undisclosed_or_missing',24,7,0,0,0,0
2021-10-14,2258,'EASTERN ONTARIO','Undisclosed_or_missing',11,2,0,0,0,0
2021-10-14,2233,'GREY BRUCE','Undisclosed_or_missing',8,6,0,0,0,0
2021-10-14,2234,'HALDIMAND-NORFOLK','Undisclosed_or_missing',5,3,0,0,0,0
2021-10-14,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','Undisclosed_or_missing',7,1,0,0,0,0
2021-10-14,2236,'HALTON REGION','Undisclosed_or_missing',29,7,0,0,0,0
2021-10-14,2238,'HASTINGS & PRINCE EDWARD COUNTIES','Undisclosed_or_missing',10,4,0,0,0,0
2021-10-14,5183,'HURON PERTH','Undisclosed_or_missing',7,3,0,0,0,0
2021-10-14,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','Undisclosed_or_missing',15,0,0,0,0,0
2021-10-14,2242,'LAMBTON COUNTY','Undisclosed_or_missing',5,1,0,0,0,0
2021-10-14,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','Undisclosed_or_missing',10,4,0,0,0,0
2021-10-14,2244,'MIDDLESEX-LONDON','Undisclosed_or_missing',18,7,0,0,0,0
2021-10-14,2246,'NIAGARA REGION','Undisclosed_or_missing',25,3,0,0,0,0
2021-10-14,2247,'NORTH BAY PARRY SOUND DISTRICT','Undisclosed_or_missing',13,3,0,0,0,0
2021-10-14,2249,'NORTHWESTERN','Undisclosed_or_missing',9,4,0,0,0,0
2021-10-14,2253,'PEEL REGION','Undisclosed_or_missing',101,35,0,0,0,0
2021-10-14,2255,'PETERBOROUGH COUNTY-CITY','Undisclosed_or_missing',16,7,0,0,0,0
2021-10-14,2256,'PORCUPINE','Undisclosed_or_missing',8,2,0,0,0,0
2021-10-14,2257,'RENFREW COUNTY AND DISTRICT','Undisclosed_or_missing',8,1,0,0,0,0
2021-10-14,2260,'SIMCOE MUSKOKA DISTRICT','Undisclosed_or_missing',30,6,0,0,0,0
2021-10-14,4913,'SOUTHWESTERN','Undisclosed_or_missing',2,1,0,0,0,0
2021-10-14,2261,'SUDBURY AND DISTRICT','Undisclosed_or_missing',10,1,0,0,0,0
2021-10-14,2262,'THUNDER BAY DISTRICT','Undisclosed_or_missing',13,3,0,0,0,0
2021-10-14,2263,'TIMISKAMING','Undisclosed_or_missing',1,1,0,0,0,0
2021-10-14,3895,'TORONTO','Undisclosed_or_missing',274,100,0,0,0,0
2021-10-14,9999,'UNKNOWN','Undisclosed_or_missing',39,23,0,0,0,0
2021-10-14,2265,'WATERLOO REGION','Undisclosed_or_missing',25,7,0,0,0,0
2021-10-14,2266,'WELLINGTON-DUFFERIN-GUELPH','Undisclosed_or_missing',17,5,0,0,0,0
2021-10-14,2268,'WINDSOR-ESSEX COUNTY','Undisclosed_or_missing',23,8,0,0,0,0
2021-10-14,2270,'YORK REGION','Undisclosed_or_missing',42,17,0,0,0,0
2021-11-18,2253,'PEEL REGION','12-17yrs',93860,88228,0,118974,0.7889,0.7416
2021-11-19,2253,'PEEL REGION','12-17yrs',93906,88325,0,118974,0.7893,0.7424
2021-11-20,2253,'PEEL REGION','12-17yrs',93986,88497,0,118974,0.79,0.7438
2021-11-21,2253,'PEEL REGION','12-17yrs',94093,88680,0,118974,0.7909,0.7454
2021-11-22,2253,'PEEL REGION','12-17yrs',94147,88757,0,118974,0.7913,0.746
2021-11-23,2253,'PEEL REGION','12-17yrs',94201,88825,0,118974,0.7918,0.7466
2021-11-24,2253,'PEEL REGION','12-17yrs',94259,88928,0,118974,0.7923,0.7475
2021-11-25,2253,'PEEL REGION','12-17yrs',94304,89004,0,118974,0.7926,0.7481
2021-11-26,2253,'PEEL REGION','12-17yrs',94358,89094,0,118974,0.7931,0.7489
2021-11-27,2253,'PEEL REGION','12-17yrs',94432,89231,0,118974,0.7937,0.75
2021-11-28,2253,'PEEL REGION','12-17yrs',94530,89387,0,118974,0.7945,0.7513
2021-11-29,2253,'PEEL REGION','12-17yrs',94568,89455,0,118974,0.7949,0.7519
2021-11-30,2253,'PEEL REGION','12-17yrs',94610,89513,0,118974,0.7952,0.7524
2021-12-01,2253,'PEEL REGION','12-17yrs',94650,0,89605,112626,0.8404,0.7956
2021-12-02,2253,'PEEL REGION','12-17yrs',94678,0,89674,112626,0.8406,0.7962
2021-12-01,2253,'PEEL REGION','05-11yrs',5876,0,0,121642,0.0483,0
2021-12-02,2253,'PEEL REGION','05-11yrs',7004,0,0,121642,0.0576,0
2021-12-03,2253,'PEEL REGION','05-11yrs',8122,0,0,121642,0.0668,0
2021-12-04,2253,'PEEL REGION','05-11yrs',9693,0,0,121642,0.0797,0
2021-12-03,2253,'PEEL REGION','12-17yrs',94725,0,89745,112626,0.8411,0.7968
2021-12-04,2253,'PEEL REGION','12-17yrs',94809,0,89874,112626,0.8418,0.798
2021-07-26,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',4925,2879,0,8041,0.6125,0.358
2021-07-27,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',4956,3052,0,8041,0.6163,0.3796
2021-07-28,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',4978,3130,0,8041,0.6191,0.3893
2021-07-29,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',5016,3220,0,8041,0.6238,0.4004
2021-07-30,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',5063,3298,0,8041,0.6296,0.4101
2021-07-31,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',5070,3318,0,8041,0.6305,0.4126
2021-08-01,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',5076,3330,0,8041,0.6313,0.4141
2021-08-02,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',5079,3336,0,8041,0.6316,0.4149
2021-08-03,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',5084,3342,0,8041,0.6323,0.4156
2021-08-04,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',5123,3422,0,8041,0.6371,0.4256
2021-08-05,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',5154,3480,0,8041,0.641,0.4328
2021-08-06,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',5181,3532,0,8041,0.6443,0.4392
2021-08-07,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',5208,3609,0,8041,0.6477,0.4488
2021-08-08,2255,'PETERBOROUGH COUNTY-CITY','12-17yrs',5210,3624,0,8041,0.6479,0.4507
2021-10-15,2226,'ALGOMA DISTRICT','18-29yrs',12011,10664,0,15509,0.7745,0.6876
2021-10-15,2227,'BRANT COUNTY','18-29yrs',18254,16410,0,24059,0.7587,0.6821
2021-10-15,2240,'CHATHAM-KENT','18-29yrs',10354,9062,0,14984,0.691,0.6048
2021-10-15,2237,'CITY OF HAMILTON','18-29yrs',76555,69278,0,100237,0.7637,0.6911
2021-10-15,2251,'CITY OF OTTAWA','18-29yrs',152311,140214,0,186587,0.8163,0.7515
2021-10-15,2230,'DURHAM REGION','18-29yrs',92345,86063,0,114063,0.8096,0.7545
2021-10-15,2258,'EASTERN ONTARIO','18-29yrs',21226,19008,0,27830,0.7627,0.683
2021-10-15,2233,'GREY BRUCE','18-29yrs',15077,13727,0,22126,0.6814,0.6204
2021-10-15,2234,'HALDIMAND-NORFOLK','18-29yrs',10776,9651,0,15900,0.6778,0.607
2021-10-15,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','18-29yrs',17229,15233,0,22520,0.7651,0.6764
2021-10-15,2236,'HALTON REGION','18-29yrs',74516,70444,0,95648,0.7791,0.7365
2021-10-15,2238,'HASTINGS & PRINCE EDWARD COUNTIES','18-29yrs',16390,14331,0,22375,0.7325,0.6405
2021-10-15,5183,'HURON PERTH','18-29yrs',14908,13588,0,20393,0.731,0.6663
2021-10-15,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','18-29yrs',28676,25906,0,34068,0.8417,0.7604
2021-10-15,2242,'LAMBTON COUNTY','18-29yrs',13564,12246,0,18558,0.7309,0.6599
2021-10-15,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','18-29yrs',17775,16172,0,21695,0.8193,0.7454
2021-10-15,2244,'MIDDLESEX-LONDON','18-29yrs',78748,71562,0,88180,0.893,0.8115
2021-10-15,2246,'NIAGARA REGION','18-29yrs',56565,51048,0,70592,0.8013,0.7231
2021-10-15,2247,'NORTH BAY PARRY SOUND DISTRICT','18-29yrs',12632,11132,0,17552,0.7197,0.6342
2021-10-15,2249,'NORTHWESTERN','18-29yrs',11478,10082,0,13990,0.8204,0.7206
2021-10-15,2253,'PEEL REGION','18-29yrs',273749,247906,0,278974,0.9813,0.8886
2021-10-15,2255,'PETERBOROUGH COUNTY-CITY','18-29yrs',17075,15493,0,21688,0.7873,0.7144
2021-10-15,2256,'PORCUPINE','18-29yrs',10075,8552,0,12232,0.8236,0.6991
2021-10-15,2257,'RENFREW COUNTY AND DISTRICT','18-29yrs',10179,9082,0,14861,0.6849,0.6111
2021-10-15,2260,'SIMCOE MUSKOKA DISTRICT','18-29yrs',68261,61490,0,87904,0.7765,0.6995
2021-10-15,4913,'SOUTHWESTERN','18-29yrs',22002,19968,0,30393,0.7239,0.657
2021-10-15,2261,'SUDBURY AND DISTRICT','18-29yrs',24283,21587,0,29436,0.8249,0.7334
2021-10-15,2262,'THUNDER BAY DISTRICT','18-29yrs',20540,18401,0,22251,0.9231,0.827
2021-10-15,2263,'TIMISKAMING','18-29yrs',3244,2786,0,4360,0.7441,0.6391
2021-10-15,3895,'TORONTO','18-29yrs',462690,424573,0,585930,0.7897,0.7246
2021-10-15,9999,'UNKNOWN','18-29yrs',6046,3366,0,0,0,0
2021-10-15,2265,'WATERLOO REGION','18-29yrs',95882,88898,0,99244,0.9661,0.8958
2021-10-15,2266,'WELLINGTON-DUFFERIN-GUELPH','18-29yrs',40259,37469,0,50230,0.8015,0.7459
2021-10-15,2268,'WINDSOR-ESSEX COUNTY','18-29yrs',57167,51683,0,72405,0.7895,0.7138
2021-10-15,2270,'YORK REGION','18-29yrs',153254,144523,0,198762,0.771,0.7271
2021-10-15,2226,'ALGOMA DISTRICT','30-39yrs',10450,9452,0,12062,0.8664,0.7836
2021-10-15,2227,'BRANT COUNTY','30-39yrs',16305,15051,0,19698,0.8277,0.7641
2021-10-15,2240,'CHATHAM-KENT','30-39yrs',9183,8093,0,11594,0.792,0.698
2021-10-15,2237,'CITY OF HAMILTON','30-39yrs',67242,62027,0,84056,0.8,0.7379
2021-10-15,2251,'CITY OF OTTAWA','30-39yrs',128976,120982,0,158259,0.815,0.7645
2021-10-15,2230,'DURHAM REGION','30-39yrs',85447,80113,0,93632,0.9126,0.8556
2021-10-15,2258,'EASTERN ONTARIO','30-39yrs',20873,18867,0,21920,0.9522,0.8607
2021-10-15,2233,'GREY BRUCE','30-39yrs',15065,13980,0,17931,0.8402,0.7797
2021-10-15,2234,'HALDIMAND-NORFOLK','30-39yrs',10547,9581,0,11852,0.8899,0.8084
2021-10-15,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','30-39yrs',15881,14413,0,17429,0.9112,0.827
2021-10-15,2236,'HALTON REGION','30-39yrs',66828,63554,0,80648,0.8286,0.788
2021-10-15,2238,'HASTINGS & PRINCE EDWARD COUNTIES','30-39yrs',14200,12737,0,17863,0.7949,0.713
2021-10-15,5183,'HURON PERTH','30-39yrs',13038,12100,0,14728,0.8853,0.8216
2021-10-15,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','30-39yrs',22620,20890,0,29909,0.7563,0.6985
2021-10-15,2242,'LAMBTON COUNTY','30-39yrs',12077,11047,0,14493,0.8333,0.7622
2021-10-15,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','30-39yrs',17387,16089,0,16449,1.057,0.9781
2021-10-15,2244,'MIDDLESEX-LONDON','30-39yrs',61202,56787,0,73436,0.8334,0.7733
2021-10-15,2246,'NIAGARA REGION','30-39yrs',46575,42491,0,54175,0.8597,0.7843
2021-10-15,2247,'NORTH BAY PARRY SOUND DISTRICT','30-39yrs',11551,10389,0,14543,0.7942,0.7143
2021-10-15,2249,'NORTHWESTERN','30-39yrs',9434,8483,0,9958,0.9474,0.8519
2021-10-15,2253,'PEEL REGION','30-39yrs',191338,177313,0,235513,0.8124,0.7529
2021-10-15,2255,'PETERBOROUGH COUNTY-CITY','30-39yrs',14625,13375,0,18338,0.7975,0.7294
2021-10-15,2256,'PORCUPINE','30-39yrs',8307,7137,0,9754,0.8516,0.7317
2021-10-15,2257,'RENFREW COUNTY AND DISTRICT','30-39yrs',9319,8467,0,13489,0.6909,0.6277
2021-10-15,2260,'SIMCOE MUSKOKA DISTRICT','30-39yrs',62471,57073,0,74380,0.8399,0.7673
2021-10-15,4913,'SOUTHWESTERN','30-39yrs',21548,19898,0,24409,0.8828,0.8152
2021-10-15,2261,'SUDBURY AND DISTRICT','30-39yrs',19658,17729,0,24368,0.8067,0.7276
2021-10-15,2262,'THUNDER BAY DISTRICT','30-39yrs',16607,15144,0,18511,0.8971,0.8181
2021-10-15,2263,'TIMISKAMING','30-39yrs',2841,2538,0,3297,0.8618,0.7699
2021-10-15,3895,'TORONTO','30-39yrs',432938,407314,0,528595,0.819,0.7706
2021-10-15,9999,'UNKNOWN','30-39yrs',2537,1198,0,0,0,0
2021-10-15,2265,'WATERLOO REGION','30-39yrs',75166,70482,0,84990,0.8844,0.8293
2021-10-15,2266,'WELLINGTON-DUFFERIN-GUELPH','30-39yrs',35876,33598,0,42188,0.8504,0.7964
2021-10-15,2268,'WINDSOR-ESSEX COUNTY','30-39yrs',42406,38566,0,48477,0.8748,0.7956
2021-10-15,2270,'YORK REGION','30-39yrs',126355,119667,0,155115,0.8146,0.7715
2021-10-15,2226,'ALGOMA DISTRICT','40-49yrs',10383,9690,0,11665,0.8901,0.8307
2021-10-15,2227,'BRANT COUNTY','40-49yrs',16262,15379,0,18896,0.8606,0.8139
2021-10-15,2240,'CHATHAM-KENT','40-49yrs',9561,8768,0,11350,0.8424,0.7725
2021-10-15,2237,'CITY OF HAMILTON','40-49yrs',59814,56272,0,71673,0.8345,0.7851
2021-10-15,2251,'CITY OF OTTAWA','40-49yrs',123825,118325,0,134815,0.9185,0.8777
2021-10-15,2230,'DURHAM REGION','40-49yrs',84090,80412,0,93719,0.8973,0.858
2021-10-15,2258,'EASTERN ONTARIO','40-49yrs',20994,19708,0,23559,0.8911,0.8365
2021-10-15,2233,'GREY BRUCE','40-49yrs',14468,13734,0,16555,0.8739,0.8296
2021-10-15,2234,'HALDIMAND-NORFOLK','40-49yrs',10484,9785,0,11715,0.8949,0.8352
2021-10-15,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','40-49yrs',15783,14775,0,17924,0.8806,0.8243
2021-10-15,2236,'HALTON REGION','40-49yrs',82296,79673,0,88209,0.933,0.9032
2021-10-15,2238,'HASTINGS & PRINCE EDWARD COUNTIES','40-49yrs',14851,13748,0,17924,0.8286,0.767
2021-10-15,5183,'HURON PERTH','40-49yrs',12868,12244,0,14709,0.8748,0.8324
2021-10-15,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','40-49yrs',20703,19523,0,24416,0.8479,0.7996
2021-10-15,2242,'LAMBTON COUNTY','40-49yrs',11598,10930,0,13713,0.8458,0.7971
2021-10-15,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','40-49yrs',17667,16775,0,18360,0.9623,0.9137
2021-10-15,2244,'MIDDLESEX-LONDON','40-49yrs',54479,51693,0,59863,0.9101,0.8635
2021-10-15,2246,'NIAGARA REGION','40-49yrs',46682,43898,0,52093,0.8961,0.8427
2021-10-15,2247,'NORTH BAY PARRY SOUND DISTRICT','40-49yrs',11644,10870,0,13844,0.8411,0.7852
2021-10-15,2249,'NORTHWESTERN','40-49yrs',8686,8071,0,9699,0.8956,0.8322
2021-10-15,2253,'PEEL REGION','40-49yrs',176006,166830,0,220945,0.7966,0.7551
2021-10-15,2255,'PETERBOROUGH COUNTY-CITY','40-49yrs',13055,12294,0,14923,0.8748,0.8238
2021-10-15,2256,'PORCUPINE','40-49yrs',8298,7499,0,9835,0.8437,0.7625
2021-10-15,2257,'RENFREW COUNTY AND DISTRICT','40-49yrs',9093,8532,0,11851,0.7673,0.7199
2021-10-15,2260,'SIMCOE MUSKOKA DISTRICT','40-49yrs',60970,57380,0,72346,0.8428,0.7931
2021-10-15,4913,'SOUTHWESTERN','40-49yrs',21595,20458,0,25213,0.8565,0.8114
2021-10-15,2261,'SUDBURY AND DISTRICT','40-49yrs',20600,19153,0,23893,0.8622,0.8016
2021-10-15,2262,'THUNDER BAY DISTRICT','40-49yrs',15210,14259,0,17224,0.8831,0.8279
2021-10-15,2263,'TIMISKAMING','40-49yrs',2972,2763,0,3499,0.8495,0.7897
2021-10-15,3895,'TORONTO','40-49yrs',338826,323002,0,423307,0.8004,0.763
2021-10-15,9999,'UNKNOWN','40-49yrs',1392,680,0,0,0,0
2021-10-15,2265,'WATERLOO REGION','40-49yrs',66602,63714,0,76587,0.8696,0.8319
2021-10-15,2266,'WELLINGTON-DUFFERIN-GUELPH','40-49yrs',33987,32610,0,38968,0.8722,0.8368
2021-10-15,2268,'WINDSOR-ESSEX COUNTY','40-49yrs',43997,41266,0,50811,0.8659,0.8121
2021-10-15,2270,'YORK REGION','40-49yrs',146035,140555,0,162480,0.8988,0.8651
2021-10-15,2226,'ALGOMA DISTRICT','50-59yrs',13807,13192,0,16446,0.8395,0.8021
2021-10-15,2227,'BRANT COUNTY','50-59yrs',17930,17239,0,21321,0.841,0.8085
2021-10-15,2240,'CHATHAM-KENT','50-59yrs',12536,11872,0,15450,0.8114,0.7684
2021-10-15,2237,'CITY OF HAMILTON','50-59yrs',68666,65726,0,80704,0.8508,0.8144
2021-10-15,2251,'CITY OF OTTAWA','50-59yrs',131123,126694,0,139786,0.938,0.9063
2021-10-15,2230,'DURHAM REGION','50-59yrs',91546,88911,0,104381,0.877,0.8518
2021-10-15,2258,'EASTERN ONTARIO','50-59yrs',27776,26645,0,32885,0.8446,0.8102
2021-10-15,2233,'GREY BRUCE','50-59yrs',19255,18587,0,24279,0.7931,0.7656
2021-10-15,2234,'HALDIMAND-NORFOLK','50-59yrs',13990,13417,0,17361,0.8058,0.7728
2021-10-15,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','50-59yrs',23586,22600,0,30845,0.7647,0.7327
2021-10-15,2236,'HALTON REGION','50-59yrs',79779,77723,0,85689,0.931,0.907
2021-10-15,2238,'HASTINGS & PRINCE EDWARD COUNTIES','50-59yrs',20696,19735,0,26066,0.794,0.7571
2021-10-15,5183,'HURON PERTH','50-59yrs',16319,15754,0,19413,0.8406,0.8115
