@relation vaccine_by_age_group

@attribute Date date 'yyyy-MM-dd'
@attribute phu_ID numeric
@attribute phu_name {'ALGOMA DISTRICT','BRANT COUNTY','CHATHAM-KENT','CITY OF HAMILTON','CITY OF OTTAWA','DURHAM REGION','EASTERN ONTARIO','GREY BRUCE','HALDIMAND-NORFOLK','HALIBURTON, KAWARTHA, PINE RIDGE','HALTON REGION','HASTINGS & PRINCE EDWARD COUNTIES','HURON PERTH','KINGSTON, FRONTENAC, LENNOX & ADDINGTON','LAMBTON COUNTY','LEEDS, GRENVILLE AND LANARK DISTRICT',MIDDLESEX-LONDON,'NIAGARA REGION','NORTH BAY PARRY SOUND DISTRICT','NORTHWESTERN','OXFORD ELGIN-ST.THOMAS','PEEL REGION','PETERBOROUGH COUNTY-CITY','PORCUPINE','RENFREW COUNTY AND DISTRICT','SIMCOE MUSKOKA DISTRICT','SOUTHWESTERN','SUDBURY AND DISTRICT','THUNDER BAY DISTRICT','TIMISKAMING','TORONTO','UNKNOWN','WATERLOO REGION','WELLINGTON-DUFFERIN-GUELPH','WINDSOR-ESSEX COUNTY','YORK REGION'}
@attribute age_group {'05-11yrs','12-17yrs','18-29yrs','30-39yrs','40-49yrs','50-59yrs','60-69yrs','70-79yrs','80+','Adults_18plus','Ontario_12plus','Ontario_5plus','Undisclosed_or_missing'}
@attribute one_dose_cumulative numeric
@attribute second_dose_cumulative numeric
@attribute fully_vaccinated_cumulative numeric
@attribute total_population numeric
@attribute percent_one_dose numeric
@attribute percent_fully_vac numeric

@data
2021-11-27,2236,'HALTON REGION','12-17yrs',46579,45191,0,49248,0.9458,0.9176
2021-11-28,2236,'HALTON REGION','12-17yrs',46595,45225,0,49248,0.9461,0.9183
2021-11-29,2236,'HALTON REGION','12-17yrs',46601,45235,0,49248,0.9463,0.9185
2021-11-30,2236,'HALTON REGION','12-17yrs',46616,45265,0,49248,0.9466,0.9191
2021-12-01,2236,'HALTON REGION','12-17yrs',46635,0,45311,51164,0.9115,0.8856
2021-12-01,2236,'HALTON REGION','05-11yrs',4549,0,0,53230,0.0855,0
2021-12-02,2236,'HALTON REGION','05-11yrs',5306,0,0,53230,0.0997,0
2021-12-03,2236,'HALTON REGION','05-11yrs',6983,0,0,53230,0.1312,0
2021-12-04,2236,'HALTON REGION','05-11yrs',9011,0,0,53230,0.1693,0
2021-12-02,2236,'HALTON REGION','12-17yrs',46658,0,45339,51164,0.9119,0.8862
2021-12-03,2236,'HALTON REGION','12-17yrs',46667,0,45354,51164,0.9121,0.8864
2021-12-04,2236,'HALTON REGION','12-17yrs',46682,0,45382,51164,0.9124,0.887
2021-07-26,2238,'HASTINGS & PRINCE EDWARD COUNTIES','12-17yrs',5703,3668,0,9953,0.573,0.3685
2021-07-27,2238,'HASTINGS & PRINCE EDWARD COUNTIES','12-17yrs',5723,3743,0,9953,0.575,0.3761
2021-07-28,2238,'HASTINGS & PRINCE EDWARD COUNTIES','12-17yrs',5760,3814,0,9953,0.5787,0.3832
2021-07-29,2238,'HASTINGS & PRINCE EDWARD COUNTIES','12-17yrs',5782,3881,0,9953,0.5809,0.3899
2021-07-30,2238,'HASTINGS & PRINCE EDWARD COUNTIES','12-17yrs',5809,3970,0,9953,0.5836,0.3989
2021-07-31,2238,'HASTINGS & PRINCE EDWARD COUNTIES','12-17yrs',5855,4081,0,9953,0.5883,0.41
2021-08-01,2238,'HASTINGS & PRINCE EDWARD COUNTIES','12-17yrs',5858,4084,0,9953,0.5886,0.4103
2021-08-02,2238,'HASTINGS & PRINCE EDWARD COUNTIES','12-17yrs',5862,4087,0,9953,0.589,0.4106
2021-08-03,2238,'HASTINGS & PRINCE EDWARD COUNTIES','12-17yrs',5872,4103,0,9953,0.59,0.4122
2021-09-06,2226,'ALGOMA DISTRICT','18-29yrs',10874,8989,0,15509,0.7012,0.5796
2021-09-06,2227,'BRANT COUNTY','18-29yrs',16809,14491,0,24059,0.6987,0.6023
2021-09-06,2240,'CHATHAM-KENT','18-29yrs',9103,7561,0,14984,0.6075,0.5046
2021-09-06,2237,'CITY OF HAMILTON','18-29yrs',70469,59523,0,100237,0.703,0.5938
2021-09-06,2251,'CITY OF OTTAWA','18-29yrs',142726,124494,0,186587,0.7649,0.6672
2021-09-06,2230,'DURHAM REGION','18-29yrs',85822,76828,0,114063,0.7524,0.6736
2021-09-06,2258,'EASTERN ONTARIO','18-29yrs',18910,15812,0,27830,0.6795,0.5682
2021-09-06,2233,'GREY BRUCE','18-29yrs',14092,12122,0,22126,0.6369,0.5479
2021-09-06,2234,'HALDIMAND-NORFOLK','18-29yrs',9348,7834,0,15900,0.5879,0.4927
2021-09-06,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','18-29yrs',15909,13308,0,22520,0.7064,0.5909
2021-09-06,2236,'HALTON REGION','18-29yrs',71131,64535,0,95648,0.7437,0.6747
2021-09-06,2238,'HASTINGS & PRINCE EDWARD COUNTIES','18-29yrs',14548,11523,0,22375,0.6502,0.515
2021-09-06,5183,'HURON PERTH','18-29yrs',13716,11702,0,20393,0.6726,0.5738
2021-09-06,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','18-29yrs',25518,21927,0,34068,0.749,0.6436
2021-09-06,2242,'LAMBTON COUNTY','18-29yrs',12160,10307,0,18558,0.6552,0.5554
2021-09-06,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','18-29yrs',16285,13931,0,21695,0.7506,0.6421
2021-09-06,2244,'MIDDLESEX-LONDON','18-29yrs',71419,61251,0,88180,0.8099,0.6946
2021-09-06,2246,'NIAGARA REGION','18-29yrs',51754,42528,0,70592,0.7331,0.6024
2021-09-06,2247,'NORTH BAY PARRY SOUND DISTRICT','18-29yrs',11459,9461,0,17552,0.6529,0.539
2021-09-06,2249,'NORTHWESTERN','18-29yrs',10405,8694,0,13990,0.7437,0.6214
2021-09-06,2253,'PEEL REGION','18-29yrs',255161,210066,0,278974,0.9146,0.753
2021-09-06,2255,'PETERBOROUGH COUNTY-CITY','18-29yrs',15715,13260,0,21688,0.7246,0.6114
2021-09-06,2256,'PORCUPINE','18-29yrs',8764,6883,0,12232,0.7165,0.5627
2021-09-06,2257,'RENFREW COUNTY AND DISTRICT','18-29yrs',9229,7757,0,14861,0.621,0.522
2021-09-06,2260,'SIMCOE MUSKOKA DISTRICT','18-29yrs',62975,52669,0,87904,0.7164,0.5992
2021-09-06,4913,'SOUTHWESTERN','18-29yrs',20231,17150,0,30393,0.6656,0.5643
2021-09-06,2261,'SUDBURY AND DISTRICT','18-29yrs',20851,17196,0,29436,0.7084,0.5842
2021-09-06,2262,'THUNDER BAY DISTRICT','18-29yrs',18907,15944,0,22251,0.8497,0.7166
2021-09-06,2263,'TIMISKAMING','18-29yrs',2770,2246,0,4360,0.6354,0.5152
2021-09-06,3895,'TORONTO','18-29yrs',432791,381129,0,585930,0.7386,0.6505
2021-09-06,9999,'UNKNOWN','18-29yrs',2576,620,0,0,0,0
2021-09-06,2265,'WATERLOO REGION','18-29yrs',89396,78174,0,99244,0.9008,0.7877
2021-09-06,2266,'WELLINGTON-DUFFERIN-GUELPH','18-29yrs',37595,33208,0,50230,0.7485,0.6611
2021-09-06,2268,'WINDSOR-ESSEX COUNTY','18-29yrs',52366,44288,0,72405,0.7232,0.6117
2021-09-06,2270,'YORK REGION','18-29yrs',145422,131634,0,198762,0.7316,0.6623
2021-09-06,2226,'ALGOMA DISTRICT','30-39yrs',9545,8345,0,12062,0.7913,0.6919
2021-09-06,2227,'BRANT COUNTY','30-39yrs',15249,13552,0,19698,0.7741,0.688
2021-09-06,2240,'CHATHAM-KENT','30-39yrs',8114,6875,0,11594,0.6998,0.593
2021-09-06,2237,'CITY OF HAMILTON','30-39yrs',62740,55593,0,84056,0.7464,0.6614
2021-09-06,2251,'CITY OF OTTAWA','30-39yrs',122740,111595,0,158259,0.7756,0.7051
2021-09-06,2230,'DURHAM REGION','30-39yrs',79768,72739,0,93632,0.8519,0.7769
2021-09-06,2258,'EASTERN ONTARIO','30-39yrs',18669,16218,0,21920,0.8517,0.7399
2021-09-06,2233,'GREY BRUCE','30-39yrs',14198,12660,0,17931,0.7918,0.706
2021-09-06,2234,'HALDIMAND-NORFOLK','30-39yrs',9178,7879,0,11852,0.7744,0.6648
2021-09-06,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','30-39yrs',14776,12712,0,17429,0.8478,0.7294
2021-09-06,2236,'HALTON REGION','30-39yrs',64033,59280,0,80648,0.794,0.735
2021-09-06,2238,'HASTINGS & PRINCE EDWARD COUNTIES','30-39yrs',12661,10674,0,17863,0.7088,0.5975
2021-09-06,5183,'HURON PERTH','30-39yrs',12124,10702,0,14728,0.8232,0.7266
2021-09-06,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','30-39yrs',21221,18763,0,29909,0.7095,0.6273
2021-09-06,2242,'LAMBTON COUNTY','30-39yrs',10880,9618,0,14493,0.7507,0.6636
2021-09-06,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','30-39yrs',15867,14047,0,16449,0.9646,0.854
2021-09-06,2244,'MIDDLESEX-LONDON','30-39yrs',57127,50440,0,73436,0.7779,0.6869
2021-09-06,2246,'NIAGARA REGION','30-39yrs',42913,36875,0,54175,0.7921,0.6807
2021-09-06,2247,'NORTH BAY PARRY SOUND DISTRICT','30-39yrs',10535,8995,0,14543,0.7244,0.6185
2021-09-06,2249,'NORTHWESTERN','30-39yrs',8668,7517,0,9958,0.8705,0.7549
2021-09-06,2253,'PEEL REGION','30-39yrs',181362,160271,0,235513,0.7701,0.6805
2021-09-06,2255,'PETERBOROUGH COUNTY-CITY','30-39yrs',13556,11818,0,18338,0.7392,0.6445
2021-09-06,2256,'PORCUPINE','30-39yrs',7115,5937,0,9754,0.7294,0.6087
2021-09-06,2257,'RENFREW COUNTY AND DISTRICT','30-39yrs',8488,7454,0,13489,0.6292,0.5526
2021-09-06,2260,'SIMCOE MUSKOKA DISTRICT','30-39yrs',57844,50272,0,74380,0.7777,0.6759
2021-09-06,4913,'SOUTHWESTERN','30-39yrs',19952,17532,0,24409,0.8174,0.7183
2021-09-06,2261,'SUDBURY AND DISTRICT','30-39yrs',17171,14713,0,24368,0.7047,0.6038
2021-09-06,2262,'THUNDER BAY DISTRICT','30-39yrs',15446,13542,0,18511,0.8344,0.7316
2021-09-06,2263,'TIMISKAMING','30-39yrs',2510,2183,0,3297,0.7614,0.6622
2021-09-06,3895,'TORONTO','30-39yrs',413200,378929,0,528595,0.7817,0.7169
2021-09-06,9999,'UNKNOWN','30-39yrs',1512,389,0,0,0,0
2021-09-06,2265,'WATERLOO REGION','30-39yrs',71033,64087,0,84990,0.8358,0.7541
2021-09-06,2266,'WELLINGTON-DUFFERIN-GUELPH','30-39yrs',33686,30504,0,42188,0.7985,0.723
2021-09-06,2268,'WINDSOR-ESSEX COUNTY','30-39yrs',38790,33745,0,48477,0.8002,0.6961
2021-09-06,2270,'YORK REGION','30-39yrs',120493,110893,0,155115,0.7768,0.7149
2021-09-06,2226,'ALGOMA DISTRICT','40-49yrs',9729,8764,0,11665,0.834,0.7513
2021-09-06,2227,'BRANT COUNTY','40-49yrs',15631,14380,0,18896,0.8272,0.761
2021-09-06,2240,'CHATHAM-KENT','40-49yrs',8773,7853,0,11350,0.773,0.6919
2021-09-06,2237,'CITY OF HAMILTON','40-49yrs',56934,51704,0,71673,0.7944,0.7214
2021-09-06,2251,'CITY OF OTTAWA','40-49yrs',119620,111949,0,134815,0.8873,0.8304
2021-09-06,2230,'DURHAM REGION','40-49yrs',80435,75457,0,93719,0.8583,0.8051
2021-09-06,2258,'EASTERN ONTARIO','40-49yrs',19364,17681,0,23559,0.8219,0.7505
2021-09-06,2233,'GREY BRUCE','40-49yrs',13864,12810,0,16555,0.8375,0.7738
2021-09-06,2234,'HALDIMAND-NORFOLK','40-49yrs',9411,8410,0,11715,0.8033,0.7179
2021-09-06,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','40-49yrs',15193,13760,0,17924,0.8476,0.7677
2021-09-06,2236,'HALTON REGION','40-49yrs',80004,75976,0,88209,0.907,0.8613
2021-09-06,2238,'HASTINGS & PRINCE EDWARD COUNTIES','40-49yrs',13772,12167,0,17924,0.7684,0.6788
2021-09-06,5183,'HURON PERTH','40-49yrs',12262,11255,0,14709,0.8336,0.7652
2021-09-06,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','40-49yrs',19790,18147,0,24416,0.8105,0.7432
2021-09-06,2242,'LAMBTON COUNTY','40-49yrs',10822,9891,0,13713,0.7892,0.7213
2021-09-06,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','40-49yrs',16608,15372,0,18360,0.9046,0.8373
2021-09-06,2244,'MIDDLESEX-LONDON','40-49yrs',51944,47502,0,59863,0.8677,0.7935
2021-09-06,2246,'NIAGARA REGION','40-49yrs',44298,40022,0,52093,0.8504,0.7683
2021-09-06,2247,'NORTH BAY PARRY SOUND DISTRICT','40-49yrs',10988,9917,0,13844,0.7937,0.7163
2021-09-06,2249,'NORTHWESTERN','40-49yrs',8125,7258,0,9699,0.8377,0.7484
2021-09-06,2253,'PEEL REGION','40-49yrs',169821,156261,0,220945,0.7686,0.7072
2021-09-06,2255,'PETERBOROUGH COUNTY-CITY','40-49yrs',12345,11242,0,14923,0.8272,0.7533
2021-09-06,2256,'PORCUPINE','40-49yrs',7516,6644,0,9835,0.7642,0.6755
2021-09-06,2257,'RENFREW COUNTY AND DISTRICT','40-49yrs',8556,7808,0,11851,0.722,0.6588
2021-09-06,2260,'SIMCOE MUSKOKA DISTRICT','40-49yrs',58131,52930,0,72346,0.8035,0.7316
2021-09-06,4913,'SOUTHWESTERN','40-49yrs',20533,18795,0,25213,0.8144,0.7454
2021-09-06,2261,'SUDBURY AND DISTRICT','40-49yrs',18708,16855,0,23893,0.783,0.7054
2021-09-06,2262,'THUNDER BAY DISTRICT','40-49yrs',14499,13252,0,17224,0.8418,0.7694
2021-09-06,2263,'TIMISKAMING','40-49yrs',2728,2486,0,3499,0.7797,0.7106
2021-09-06,3895,'TORONTO','40-49yrs',326779,304983,0,423307,0.772,0.7205
2021-09-06,9999,'UNKNOWN','40-49yrs',872,255,0,0,0,0
2021-09-06,2265,'WATERLOO REGION','40-49yrs',64226,59825,0,76587,0.8386,0.7811
2021-09-06,2266,'WELLINGTON-DUFFERIN-GUELPH','40-49yrs',32679,30643,0,38968,0.8386,0.7864
2021-09-06,2268,'WINDSOR-ESSEX COUNTY','40-49yrs',41442,37651,0,50811,0.8156,0.741
2021-09-06,2270,'YORK REGION','40-49yrs',141198,133160,0,162480,0.869,0.8195
2021-09-06,2226,'ALGOMA DISTRICT','50-59yrs',13259,12372,0,16446,0.8062,0.7523
2021-09-06,2227,'BRANT COUNTY','50-59yrs',17644,16705,0,21321,0.8275,0.7835
2021-09-06,2240,'CHATHAM-KENT','50-59yrs',11911,11087,0,15450,0.7709,0.7176
2021-09-06,2237,'CITY OF HAMILTON','50-59yrs',66590,62344,0,80704,0.8251,0.7725
2021-09-06,2251,'CITY OF OTTAWA','50-59yrs',128399,122366,0,139786,0.9185,0.8754
2021-09-06,2230,'DURHAM REGION','50-59yrs',89223,85368,0,104381,0.8548,0.8178
2021-09-06,2258,'EASTERN ONTARIO','50-59yrs',26488,24983,0,32885,0.8055,0.7597
2021-09-06,2233,'GREY BRUCE','50-59yrs',18813,17814,0,24279,0.7749,0.7337
2021-09-06,2234,'HALDIMAND-NORFOLK','50-59yrs',13018,12197,0,17361,0.7498,0.7026
2021-09-06,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','50-59yrs',23048,21592,0,30845,0.7472,0.7
2021-09-06,2236,'HALTON REGION','50-59yrs',78143,75101,0,85689,0.9119,0.8764
2021-09-06,2238,'HASTINGS & PRINCE EDWARD COUNTIES','50-59yrs',19903,18439,0,26066,0.7636,0.7074
2021-09-06,5183,'HURON PERTH','50-59yrs',15882,15061,0,19413,0.8181,0.7758
2021-09-06,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','50-59yrs',24905,23500,0,29814,0.8353,0.7882
2021-09-06,2242,'LAMBTON COUNTY','50-59yrs',13708,12977,0,18136,0.7558,0.7155
2021-09-06,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','50-59yrs',23981,22835,0,28235,0.8493,0.8087
2021-09-06,2244,'MIDDLESEX-LONDON','50-59yrs',56655,53302,0,66854,0.8474,0.7973
2021-09-06,2246,'NIAGARA REGION','50-59yrs',56897,53015,0,70296,0.8094,0.7542
2021-09-06,2247,'NORTH BAY PARRY SOUND DISTRICT','50-59yrs',15781,14760,0,20038,0.7876,0.7366
2021-09-06,2249,'NORTHWESTERN','50-59yrs',9476,8776,0,11842,0.8002,0.7411
2021-09-06,2253,'PEEL REGION','50-59yrs',185008,174984,0,217659,0.85,0.8039
2021-09-06,2255,'PETERBOROUGH COUNTY-CITY','50-59yrs',15655,14719,0,20821,0.7519,0.7069
2021-09-06,2256,'PORCUPINE','50-59yrs',9910,9145,0,11988,0.8267,0.7628
2021-09-06,2257,'RENFREW COUNTY AND DISTRICT','50-59yrs',12210,11488,0,15489,0.7883,0.7417
2021-09-06,2260,'SIMCOE MUSKOKA DISTRICT','50-59yrs',72674,68306,0,92219,0.7881,0.7407
2021-09-06,4913,'SOUTHWESTERN','50-59yrs',24664,23291,0,29933,0.824,0.7781
2021-09-06,2261,'SUDBURY AND DISTRICT','50-59yrs',23815,22199,0,28981,0.8217,0.766
2021-09-06,2262,'THUNDER BAY DISTRICT','50-59yrs',18365,17254,0,20955,0.8764,0.8234
2021-09-06,2263,'TIMISKAMING','50-59yrs',3722,3499,0,4828,0.7708,0.7247
2021-09-06,3895,'TORONTO','50-59yrs',343615,325192,0,394894,0.8701,0.8235
2021-09-06,9999,'UNKNOWN','50-59yrs',759,268,0,0,0,0
2021-09-06,2265,'WATERLOO REGION','50-59yrs',66533,63300,0,78016,0.8528,0.8114
2021-09-06,2266,'WELLINGTON-DUFFERIN-GUELPH','50-59yrs',37953,36275,0,44023,0.8621,0.824
2021-09-06,2268,'WINDSOR-ESSEX COUNTY','50-59yrs',49708,46556,0,60800,0.8176,0.7657
2021-09-06,2270,'YORK REGION','50-59yrs',156541,149803,0,180487,0.8673,0.83
2021-09-06,2226,'ALGOMA DISTRICT','60-69yrs',17572,16968,0,18604,0.9446,0.9121
2021-09-06,2227,'BRANT COUNTY','60-69yrs',18299,17674,0,19812,0.9236,0.8921
2021-09-06,2240,'CHATHAM-KENT','60-69yrs',14797,14286,0,15770,0.9383,0.9059
2021-09-06,2237,'CITY OF HAMILTON','60-69yrs',64142,61570,0,72258,0.8877,0.8521
2021-09-06,2251,'CITY OF OTTAWA','60-69yrs',111531,108112,0,118913,0.9379,0.9092
2021-09-06,2230,'DURHAM REGION','60-69yrs',76299,74143,0,83972,0.9086,0.8829
2021-09-06,2258,'EASTERN ONTARIO','60-69yrs',30028,29040,0,31360,0.9575,0.926
2021-09-06,2233,'GREY BRUCE','60-69yrs',25743,25069,0,27440,0.9382,0.9136
2021-09-06,2234,'HALDIMAND-NORFOLK','60-69yrs',16129,15673,0,18117,0.8903,0.8651
2021-09-06,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','60-69yrs',31608,30592,0,32828,0.9628,0.9319
2021-09-06,2236,'HALTON REGION','60-69yrs',58799,57240,0,64619,0.9099,0.8858
2021-09-06,2238,'HASTINGS & PRINCE EDWARD COUNTIES','60-69yrs',25417,24350,0,26203,0.97,0.9293
2021-09-06,5183,'HURON PERTH','60-69yrs',20057,19524,0,19835,1.011,0.9843
2021-09-06,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','60-69yrs',27786,26866,0,28261,0.9832,0.9506
2021-09-06,2242,'LAMBTON COUNTY','60-69yrs',17817,17318,0,20502,0.869,0.8447
2021-09-06,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','60-69yrs',29447,28642,0,28428,1.036,1.008
2021-09-06,2244,'MIDDLESEX-LONDON','60-69yrs',55871,53941,0,60813,0.9187,0.887
2021-09-06,2246,'NIAGARA REGION','60-69yrs',62045,59675,0,66878,0.9277,0.8923
2021-09-06,2247,'NORTH BAY PARRY SOUND DISTRICT','60-69yrs',19452,18787,0,20502,0.9488,0.9163
2021-09-06,2249,'NORTHWESTERN','60-69yrs',10323,9804,0,11530,0.8953,0.8503
2021-09-06,2253,'PEEL REGION','60-69yrs',147651,141998,0,167934,0.8792,0.8456
2021-09-06,2255,'PETERBOROUGH COUNTY-CITY','60-69yrs',20962,20305,0,22051,0.9506,0.9208
2021-09-06,2256,'PORCUPINE','60-69yrs',10908,10384,0,12077,0.9032,0.8598
2021-09-06,2257,'RENFREW COUNTY AND DISTRICT','60-69yrs',15354,14879,0,15644,0.9815,0.9511
2021-09-06,2260,'SIMCOE MUSKOKA DISTRICT','60-69yrs',76275,73707,0,79793,0.9559,0.9237
2021-09-06,4913,'SOUTHWESTERN','60-69yrs',26125,25375,0,27383,0.9541,0.9267
2021-09-06,2261,'SUDBURY AND DISTRICT','60-69yrs',26410,25473,0,28512,0.9263,0.8934
2021-09-06,2262,'THUNDER BAY DISTRICT','60-69yrs',20865,20093,0,22248,0.9379,0.9032
2021-09-06,2263,'TIMISKAMING','60-69yrs',4820,4649,0,5410,0.8909,0.8593
2021-09-06,3895,'TORONTO','60-69yrs',296784,284779,0,327676,0.9057,0.8691
2021-09-06,9999,'UNKNOWN','60-69yrs',686,240,0,0,0,0
2021-09-06,2265,'WATERLOO REGION','60-69yrs',57849,55923,0,64550,0.8962,0.8664
2021-09-06,2266,'WELLINGTON-DUFFERIN-GUELPH','60-69yrs',34847,33809,0,37194,0.9369,0.909
2021-09-06,2268,'WINDSOR-ESSEX COUNTY','60-69yrs',49232,47479,0,54082,0.9103,0.8779
2021-09-06,2270,'YORK REGION','60-69yrs',126450,122616,0,143847,0.8791,0.8524
2021-09-06,2226,'ALGOMA DISTRICT','70-79yrs',12761,12478,0,12699,1.005,0.9826
2021-09-06,2227,'BRANT COUNTY','70-79yrs',12682,12409,0,12716,0.9973,0.9759
2021-09-06,2240,'CHATHAM-KENT','70-79yrs',10560,10335,0,10558,1,0.9789
2021-09-06,2237,'CITY OF HAMILTON','70-79yrs',42797,41564,0,45295,0.9449,0.9176
2021-09-06,2251,'CITY OF OTTAWA','70-79yrs',74272,72616,0,75781,0.9801,0.9582
2021-09-06,2230,'DURHAM REGION','70-79yrs',47704,46808,0,50080,0.9526,0.9347
2021-09-06,2258,'EASTERN ONTARIO','70-79yrs',20522,20092,0,20776,0.9878,0.9671
2021-09-06,2233,'GREY BRUCE','70-79yrs',18836,18506,0,19403,0.9708,0.9538
2021-09-06,2234,'HALDIMAND-NORFOLK','70-79yrs',11567,11343,0,11809,0.9795,0.9605
2021-09-06,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','70-79yrs',23900,23389,0,24747,0.9658,0.9451
2021-09-06,2236,'HALTON REGION','70-79yrs',41785,41000,0,43839,0.9531,0.9352
2021-09-06,2238,'HASTINGS & PRINCE EDWARD COUNTIES','70-79yrs',18434,17968,0,18608,0.9906,0.9656
2021-09-06,5183,'HURON PERTH','70-79yrs',14882,14631,0,13697,1.087,1.068
2021-09-06,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','70-79yrs',19959,19579,0,19981,0.9989,0.9799
2021-09-06,2242,'LAMBTON COUNTY','70-79yrs',12963,12752,0,13758,0.9422,0.9269
2021-09-06,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','70-79yrs',21465,21125,0,20048,1.071,1.054
2021-09-06,2244,'MIDDLESEX-LONDON','70-79yrs',38448,37604,0,40094,0.9589,0.9379
2021-09-06,2246,'NIAGARA REGION','70-79yrs',46523,45400,0,48175,0.9657,0.9424
2021-09-06,2247,'NORTH BAY PARRY SOUND DISTRICT','70-79yrs',13549,13265,0,14235,0.9518,0.9319
2021-09-06,2249,'NORTHWESTERN','70-79yrs',6168,5953,0,6718,0.9182,0.8862
2021-09-06,2253,'PEEL REGION','70-79yrs',89829,87276,0,102369,0.8775,0.8526
2021-09-06,2255,'PETERBOROUGH COUNTY-CITY','70-79yrs',15954,15688,0,15695,1.017,0.9996
2021-09-06,2256,'PORCUPINE','70-79yrs',6657,6431,0,6754,0.9856,0.9521
2021-09-06,2257,'RENFREW COUNTY AND DISTRICT','70-79yrs',10774,10547,0,10814,0.9963,0.9753
2021-09-06,2260,'SIMCOE MUSKOKA DISTRICT','70-79yrs',52391,51308,0,54104,0.9683,0.9483
2021-09-06,4913,'SOUTHWESTERN','70-79yrs',18903,18543,0,18637,1.014,0.995
2021-09-06,2261,'SUDBURY AND DISTRICT','70-79yrs',18067,17623,0,18552,0.9739,0.9499
2021-09-06,2262,'THUNDER BAY DISTRICT','70-79yrs',13659,13372,0,13660,0.9999,0.9789
2021-09-06,2263,'TIMISKAMING','70-79yrs',3413,3341,0,3541,0.9639,0.9436
2021-09-06,3895,'TORONTO','70-79yrs',189511,183807,0,202795,0.9345,0.9064
2021-09-06,9999,'UNKNOWN','70-79yrs',266,141,0,0,0,0
2021-09-06,2265,'WATERLOO REGION','70-79yrs',38256,37411,0,40380,0.9474,0.9265
2021-09-06,2266,'WELLINGTON-DUFFERIN-GUELPH','70-79yrs',23024,22622,0,23504,0.9796,0.9625
2021-09-06,2268,'WINDSOR-ESSEX COUNTY','70-79yrs',34112,33262,0,35970,0.9483,0.9247
2021-09-06,2270,'YORK REGION','70-79yrs',82424,80459,0,90111,0.9147,0.8929
2021-09-06,2226,'ALGOMA DISTRICT','80+',7634,7427,0,7929,0.9628,0.9367
2021-09-06,2227,'BRANT COUNTY','80+',7155,6938,0,7044,1.016,0.9849
2021-09-06,2240,'CHATHAM-KENT','80+',6254,6087,0,6269,0.9976,0.971
2021-09-06,2237,'CITY OF HAMILTON','80+',27671,26684,0,28319,0.9771,0.9423
2021-09-06,2251,'CITY OF OTTAWA','80+',43831,42576,0,42388,1.034,1.004
2021-09-06,2230,'DURHAM REGION','80+',27105,26326,0,26420,1.026,0.9964
2021-09-06,2258,'EASTERN ONTARIO','80+',11062,10715,0,11219,0.986,0.9551
2021-09-06,2233,'GREY BRUCE','80+',10285,9973,0,11147,0.9227,0.8947
2021-09-06,2234,'HALDIMAND-NORFOLK','80+',6109,5953,0,6382,0.9573,0.9328
2021-09-06,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','80+',13212,12828,0,14112,0.9362,0.909
2021-09-06,2236,'HALTON REGION','80+',27031,26385,0,25542,1.058,1.033
2021-09-06,2238,'HASTINGS & PRINCE EDWARD COUNTIES','80+',10340,10013,0,10614,0.9742,0.9434
2021-09-06,5183,'HURON PERTH','80+',8858,8695,0,8279,1.07,1.05
2021-09-06,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','80+',11481,11200,0,11314,1.015,0.9899
2021-09-06,2242,'LAMBTON COUNTY','80+',7360,7200,0,8068,0.9122,0.8924
2021-09-06,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','80+',11277,10978,0,10669,1.057,1.029
2021-09-06,2244,'MIDDLESEX-LONDON','80+',23656,22901,0,23219,1.019,0.9863
2021-09-06,2246,'NIAGARA REGION','80+',28680,27775,0,29120,0.9849,0.9538
2021-09-06,2247,'NORTH BAY PARRY SOUND DISTRICT','80+',7881,7652,0,7885,0.9995,0.9705
2021-09-06,2249,'NORTHWESTERN','80+',3218,3072,0,3618,0.8894,0.8491
2021-09-06,2253,'PEEL REGION','80+',47903,46124,0,50535,0.9479,0.9127
2021-09-06,2255,'PETERBOROUGH COUNTY-CITY','80+',9308,9108,0,9476,0.9823,0.9612
